0 0 -4,172325E-07 0

20 -5,476063E-11 -0,0002236962 4,456979E-09
24500 -26,05826 0,003905594 202,6425

24520 -26,05827 0,003888071 202,6425

24540 -26,05827 0,003873289 202,6425

24560 -26,05827 0,003861845 202,6425

24580 -26,05828 0,003853261 202,6425

24600 -26,05828 0,003847241 202,6425

24620 -26,05828 0,003843248 202,6426

24640 -26,05829 0,003841341 202,6425

24660 -26,05829 0,003841162 202,6425

24680 -26,05829 0,003842354 202,6425

24700 -26,05829 0,003844678 202,6425

24720 -26,05829 0,003847837 202,6425

24740 -26,05829 0,003851593 202,6426

24760 -26,05829 0,003855824 202,6426

24780 -26,05829 0,003860295 202,6426

24800 -26,05829 0,003865063 202,6426

24820 -26,05829 0,003869414 202,6426

24840 -26,05829 0,003873944 202,6426

24860 -26,05829 0,003878117 202,6426

24880 -26,05829 0,003882229 202,6426

24900 -26,05829 0,003885865 202,6426

24920 -26,05829 0,003889084 202,6426

24940 -26,05829 0,003891945 202,6426

24960 -26,05829 0,003894269 202,6426

24980 -26,05829 0,003896773 202,6426

25000 -26,05829 0,003898263 202,6426

25020 -26,05829 0,003899932 202,6426

25040 -26,05829 0,003900766 202,6426

25060 -26,05829 0,003901601 202,6426

25080 -26,05829 0,003902137 202,6426

25100 -26,05829 0,003902435 202,6426

25120 -26,05829 0,003902555 202,6426

25140 -26,05829 0,003902555 202,6426

25160 -26,05829 0,003902316 202,6426

25180 -26,05829 0,003902078 202,6426

25200 -26,05829 0,00390172 202,6426

25220 -26,05829 0,003901303 202,6426

25240 -26,05829 0,003900826 202,6426

25260 -26,05829 0,003900349 202,6426

25280 -26,05829 0,003899872 202,6426

25300 -26,05829 0,003899395 202,6426

25320 -26,05829 0,003898919 202,6426

25340 -26,05829 0,00389868 202,6426

25360 -26,05829 0,003898025 202,6426

25380 -26,05829 0,003897905 202,6426

25400 -26,05829 0,003897369 202,6426

25420 -26,05829 0,003897369 202,6426

25440 -26,05829 0,003896892 202,6426

25460 -26,05829 0,003896952 202,6426

25480 -26,05829 0,003896534 202,6426

25500 -26,05829 0,003896654 202,6426

25520 -26,05829 0,003896296 202,6426

25540 -26,05829 0,003896475 202,6426

25560 -26,05828 0,003896177 202,6426

25580 -26,05828 0,003896415 202,6426

25600 -26,05828 0,003896177 202,6426

25620 -26,05828 0,003896475 202,6426

25640 -26,05828 0,003896296 202,6426

25660 -26,05828 0,003896594 202,6426

25680 -26,05828 0,003896415 202,6426

25700 -26,05828 0,003896713 202,6426

25720 -26,05828 0,003896534 202,6426

25740 -26,05828 0,003896832 202,6426

25760 -26,05829 0,003896594 202,6426

25780 -26,05829 0,003896892 202,6426

25800 -26,05829 0,003896654 202,6426

25820 -26,05829 0,003896952 202,6426

25840 -26,05829 0,003896713 202,6426

25860 -26,05829 0,003896952 202,6426

25880 -26,05829 0,003896713 202,6426

25900 -26,05829 0,003897011 202,6426

25920 -26,05829 0,003896773 202,6426

25940 -26,05829 0,003897011 202,6426

25960 -26,05829 0,003896773 202,6426

25980 -26,05829 0,003897011 202,6426

26000 -26,05829 0,003896773 202,6426

26020 -26,05829 0,003897071 202,6426

26040 -26,05829 0,003896832 202,6426

26060 -26,05829 0,003897071 202,6426

26080 -26,05829 0,003896832 202,6426

26100 -26,05829 0,003897071 202,6426

26120 -26,05829 0,003896832 202,6426

26140 -26,05829 0,003897071 202,6426

26160 -26,05829 0,003896832 202,6426

26180 -26,05829 0,003897071 202,6426

26200 -26,05829 0,003896832 202,6426

26220 -26,05829 0,003897071 202,6426

26240 -26,05829 0,003896832 202,6426

26260 -26,05829 0,003897071 202,6426

26280 -26,05829 0,003896832 202,6426

26300 -26,05829 0,003897071 202,6426

26320 -26,05829 0,003896832 202,6426

26340 -26,05829 0,003897071 202,6426

26360 -26,05829 0,003896832 202,6426

26380 -26,05829 0,003897071 202,6426

26400 -26,05829 0,003896832 202,6426

26420 -26,05829 0,003897071 202,6426

26440 -26,05829 0,003896832 202,6426

26460 -26,05829 0,003897071 202,6426

26480 -26,05829 0,003896832 202,6426

26500 -26,05829 0,003897071 202,6426

26520 -26,05829 0,003896832 202,6426

26540 -26,05829 0,003897071 202,6426

26560 -26,05829 0,003896832 202,6426

26580 -26,05829 0,003897071 202,6426

26600 -26,05829 0,003896832 202,6426

26620 -26,05829 0,003897071 202,6426

26640 -26,05829 0,003896832 202,6426

26660 -26,05829 0,003897011 202,6426

26680 -26,05829 0,003896773 202,6426

26700 -26,05829 0,003897011 202,6426

26720 -26,05829 0,003896773 202,6426

26740 -26,05829 0,003897011 202,6426

26760 -26,05829 0,003896773 202,6426

26780 -26,05829 0,003897011 202,6426

26800 -26,05829 0,003896773 202,6426

26820 -26,05829 0,003897011 202,6426

26840 -26,05829 0,003896773 202,6426

26860 -26,05829 0,003897011 202,6426

26880 -26,05829 0,003896773 202,6426

26900 -26,05829 0,003897011 202,6426

26920 -26,05829 0,003896773 202,6426

26940 -26,05829 0,003897011 202,6426

26960 -26,05829 0,003896773 202,6426

26980 -26,05829 0,003897011 202,6426

27000 -26,05829 0,003896773 202,6426

27020 -26,05829 0,003897011 202,6426

27040 -26,05829 0,003896773 202,6426

27060 -26,05829 0,003897011 202,6426

27080 -26,05829 0,003896773 202,6426

27100 -26,05829 0,003897011 202,6426

27120 -26,05829 0,003896773 202,6426

27140 -26,05829 0,003897011 202,6426

27160 -26,05829 0,003896773 202,6426

27180 -26,05829 0,003897011 202,6426

27200 -26,05829 0,003896773 202,6426

27220 -26,05829 0,003897011 202,6426

27240 -26,05829 0,003896773 202,6426

27260 -26,05829 0,003897011 202,6426

27280 -26,05829 0,003896773 202,6426

27300 -26,05829 0,003897011 202,6426

27320 -26,05829 0,003896773 202,6426

27340 -26,05829 0,003897011 202,6426

27360 -26,05829 0,003896773 202,6426

27380 -26,05829 0,003897011 202,6426

27400 -26,05829 0,003896773 202,6426

27420 -26,05829 0,003897011 202,6426

27440 -26,05829 0,003896773 202,6426

27460 -26,05829 0,003897011 202,6426

27480 -26,05829 0,003896773 202,6426

27500 -26,05829 0,003897071 202,6426

27520 -26,05829 0,003896832 202,6426

27540 -26,05829 0,003897071 202,6426

27560 -26,05829 0,003896832 202,6426

27580 -26,05829 0,003897071 202,6426

27600 -26,05829 0,003896832 202,6426

27620 -26,05829 0,003897071 202,6426

27640 -26,05829 0,003896832 202,6426

27660 -26,05829 0,003897071 202,6426

27680 -26,05829 0,003896832 202,6426

27700 -26,05829 0,003897071 202,6426

27720 -26,05829 0,003896832 202,6426

27740 -26,05829 0,003897071 202,6426

27760 -26,05829 0,003896832 202,6426

27780 -26,05829 0,003897071 202,6426

27800 -26,05829 0,003896832 202,6426

27820 -26,05829 0,003897071 202,6426

27840 -26,05829 0,003896832 202,6426

27860 -26,05829 0,003897071 202,6426

27880 -26,05829 0,003896832 202,6426

27900 -26,05829 0,003897071 202,6426

27920 -26,05829 0,003896832 202,6426

27940 -26,05829 0,003897071 202,6426

27960 -26,05829 0,003896832 202,6426

27980 -26,05829 0,003897071 202,6426

28000 -26,05829 0,003896832 202,6426

28020 -26,05829 0,003897071 202,6426

28040 -26,05829 0,003896773 202,6426

28060 -26,05829 0,003897011 202,6426

28080 -26,05829 0,003896773 202,6426

28100 -26,05829 0,003897011 202,6426

28120 -26,05829 0,003896773 202,6426

28140 -26,05829 0,003897011 202,6426

28160 -26,05829 0,003896773 202,6426

28180 -26,05829 0,003897011 202,6426

28200 -26,05829 0,003896773 202,6426

28220 -26,05829 0,003897011 202,6426

28240 -26,05829 0,003896773 202,6426

28260 -26,05829 0,003897011 202,6426

28280 -26,05829 0,003896773 202,6426

28300 -26,05829 0,003897011 202,6426

28320 -26,05829 0,003896773 202,6426

28340 -26,05829 0,003897011 202,6426

28360 -26,05829 0,003896773 202,6426

28380 -26,05829 0,003897011 202,6426

28400 -26,05829 0,003896773 202,6426

28420 -26,05829 0,003897011 202,6426

28440 -26,05829 0,003896773 202,6426

28460 -26,05829 0,003897011 202,6426

28480 -26,05829 0,003896773 202,6426

28500 -26,05829 0,003897011 202,6426

28520 -26,05829 0,003896773 202,6426

28540 -26,05829 0,003897011 202,6426

28560 -26,05829 0,003896773 202,6426

28580 -26,05829 0,003897011 202,6426

28600 -26,05829 0,003896773 202,6426

28620 -26,05829 0,003897011 202,6426

28640 -26,05829 0,003896773 202,6426

28660 -26,05829 0,003897011 202,6426

28680 -26,05829 0,003896773 202,6426

28700 -26,05829 0,003897011 202,6426

28720 -26,05829 0,003896773 202,6426

28740 -26,05829 0,003897011 202,6426

28760 -26,05829 0,003896773 202,6426

28780 -26,05829 0,003897011 202,6426

28800 -26,05829 0,003896773 202,6426

28820 -26,05829 0,003897011 202,6426

28840 -26,05829 0,003896773 202,6426

28860 -26,05829 0,003897071 202,6426

28880 -26,05829 0,003896832 202,6426

28900 -26,05829 0,003897071 202,6426

28920 -26,05829 0,003896832 202,6426

28940 -26,05829 0,003897071 202,6426

28960 -26,05829 0,003896832 202,6426

28980 -26,05829 0,003897071 202,6426

29000 -26,05829 0,003896832 202,6426

29020 -26,05829 0,003897071 202,6426

29040 -26,05829 0,003896832 202,6426

29060 -26,05829 0,003897071 202,6426

29080 -26,05829 0,003896832 202,6426

29100 -26,05829 0,003897071 202,6426

29120 -26,05829 0,003896832 202,6426

29140 -26,05829 0,003897071 202,6426

29160 -26,05829 0,003896832 202,6426

29180 -26,05829 0,003897071 202,6426

29200 -26,05829 0,003896832 202,6426

29220 -26,05829 0,003897071 202,6426

29240 -26,05829 0,003896832 202,6426

29260 -26,05829 0,003897071 202,6426

29280 -26,05829 0,003896832 202,6426

29300 -26,05829 0,003897071 202,6426

29320 -26,05829 0,003896832 202,6426

29340 -26,05829 0,003897071 202,6426

29360 -26,05829 0,003896832 202,6426

29380 -26,05829 0,003897071 202,6426

29400 -26,05829 0,003896773 202,6426

29420 -26,05829 0,003897011 202,6426

29440 -26,05829 0,003896773 202,6426

29460 -26,05829 0,003897011 202,6426

29480 -26,05829 0,003896773 202,6426

29500 -26,05829 0,003897011 202,6426

29520 -26,05829 0,003896773 202,6426

29540 -26,05829 0,003897011 202,6426

29560 -26,05829 0,003896773 202,6426

29580 -26,05829 0,003897011 202,6426

29600 -26,05829 0,003896773 202,6426

29620 -26,05829 0,003897011 202,6426

29640 -26,05829 0,003896773 202,6426

29660 -26,05829 0,003897011 202,6426

29680 -26,05829 0,003896773 202,6426

29700 -26,05829 0,003897011 202,6426

29720 -26,05829 0,003896773 202,6426

29740 -26,05829 0,003897011 202,6426

29760 -26,05829 0,003896773 202,6426

29780 -26,05829 0,003897011 202,6426

29800 -26,05829 0,003896773 202,6426

29820 -26,05829 0,003897011 202,6426

29840 -26,05829 0,003896773 202,6426

29860 -26,05829 0,003897011 202,6426

29880 -26,05829 0,003896773 202,6426

29900 -26,05829 0,003897011 202,6426

29920 -26,05829 0,003896773 202,6426

29940 -26,05829 0,003897011 202,6426

29960 -26,05829 0,003896773 202,6426

29980 -26,05829 0,003897011 202,6426

30000 -26,05832 0,003896415 202,6423

30020 -26,05848 0,00389117 202,6408

30040 -26,05875 0,003877401 202,6382

30060 -26,05913 0,00385353 202,6346

30080 -26,05961 0,003820449 202,6299

30100 -26,0602 0,003778666 202,6243

30120 -26,06089 0,003729045 202,6177

30140 -26,06168 0,003673494 202,6102

30160 -26,06256 0,003613472 202,6017

30180 -26,06355 0,003551364 202,5923

30200 -26,06463 0,003488839 202,582

30220 -26,06581 0,003427207 202,5708

30240 -26,06708 0,003368199 202,5586

30260 -26,06845 0,003313243 202,5455

30280 -26,06991 0,003263175 202,5316

30300 -26,07147 0,003218681 202,5167

30320 -26,07313 0,003180236 202,5008

30340 -26,07488 0,003148109 202,4841

30360 -26,07674 0,003122419 202,4664

30380 -26,07869 0,003102809 202,4477

30400 -26,08074 0,003088981 202,4281

30420 -26,08288 0,003080517 202,4076

30440 -26,08513 0,003076881 202,3862

30460 -26,08748 0,003077477 202,3637

30480 -26,08993 0,00308153 202,3404

30500 -26,09247 0,003088623 202,316

30520 -26,09512 0,003098041 202,2907

30540 -26,09787 0,003109127 202,2645

30560 -26,10071 0,003121406 202,2373

30580 -26,10366 0,003134161 202,2091

30600 -26,10671 0,003147274 202,1799

30620 -26,10986 0,003160208 202,1498

30640 -26,11312 0,003172547 202,1188

30660 -26,11647 0,003184229 202,0867

30680 -26,11992 0,003195137 202,0538

30700 -26,12347 0,003204614 202,0198

30720 -26,12713 0,003213197 201,9849

30740 -26,13088 0,003220588 201,949

30760 -26,13474 0,003226966 201,9122

30780 -26,1387 0,003232092 201,8744

30800 -26,14276 0,003236145 201,8356

30820 -26,14691 0,003238946 201,7959

30840 -26,15117 0,003241211 201,7552

30860 -26,15553 0,003242582 201,7135

30880 -26,15999 0,003243238 201,6709

30900 -26,16455 0,003243297 201,6273

30920 -26,16921 0,00324288 201,5828

30940 -26,17398 0,003242105 201,5373

30960 -26,17884 0,003240973 201,4909

30980 -26,18381 0,003239721 201,4435

31000 -26,18887 0,003238529 201,3951

31020 -26,19403 0,003237039 201,3457

31040 -26,1993 0,003235549 201,2955

31060 -26,20466 0,003234059 201,2442

31080 -26,21013 0,003232628 201,192

31100 -26,2157 0,003231317 201,1388

31120 -26,22136 0,003230125 201,0847

31140 -26,22713 0,003229052 201,0296

31160 -26,233 0,003228098 200,9735

31180 -26,23897 0,003227204 200,9165

31200 -26,24504 0,003226548 200,8586

31220 -26,2512 0,003226012 200,7996

31240 -26,25747 0,003225595 200,7397

31260 -26,26384 0,003225297 200,6789

31280 -26,27031 0,003225058 200,6171

31300 -26,27688 0,003224939 200,5543

31320 -26,28356 0,00322488 200,4906

31340 -26,29033 0,00322488 200,4259

31360 -26,2972 0,003224939 200,3602

31380 -26,30417 0,003225058 200,2936

31400 -26,31124 0,003225237 200,2261

31420 -26,31842 0,003225416 200,1575

31440 -26,32569 0,003225595 200,0881

31460 -26,33307 0,003225774 200,0176

31480 -26,34054 0,003225952 199,9462

31500 -26,34812 0,003226131 199,8739

31520 -26,35579 0,00322631 199,8006

31540 -26,36357 0,003226489 199,7263

31560 -26,37144 0,003226608 199,651

31580 -26,37942 0,003226727 199,5748

31600 -26,3875 0,003226846 199,4977

31620 -26,39567 0,003226966 199,4196

31640 -26,40395 0,003227085 199,3405

31660 -26,41233 0,003227144 199,2605

31680 -26,42081 0,003227204 199,1795

31700 -26,42939 0,003227264 199,0975

31720 -26,43806 0,003227323 199,0146

31740 -26,44684 0,003227383 198,9308

31760 -26,45572 0,003227443 198,8459

31780 -26,4647 0,003227443 198,7602

31800 -26,47378 0,003227443 198,6734

31820 -26,48296 0,003227443 198,5857

31840 -26,49224 0,003227443 198,4971

31860 -26,50163 0,003227443 198,4075

31880 -26,51111 0,003227443 198,3169

31900 -26,52069 0,003227443 198,2253

31920 -26,53037 0,003227502 198,1329

31940 -26,54015 0,003227562 198,0394

31960 -26,55004 0,003227562 197,945

31980 -26,56002 0,003227562 197,8496

32000 -26,5701 0,003227621 197,7533

32020 -26,58029 0,003227681 197,656

32040 -26,59057 0,003227681 197,5578

32060 -26,60095 0,003227681 197,4586

32080 -26,61144 0,003227681 197,3584

32100 -26,62204 0,003696829 197,2572

32120 -26,63273 0,004063398 197,155

32140 -26,64352 0,004338592 197,0519

32160 -26,65441 0,004534811 196,9479

32180 -26,6654 0,004663855 196,843

32200 -26,67649 0,004737407 196,7371

32220 -26,68767 0,004766196 196,6302

32240 -26,69896 0,004759997 196,5224

32260 -26,71034 0,004727513 196,4137

32280 -26,72182 0,004676253 196,304

32300 -26,73341 0,004612654 196,1933

32320 -26,74509 0,004542202 196,0817

32340 -26,75688 0,004468888 195,9691

32360 -26,76876 0,004396051 195,8556

32380 -26,78075 0,004326314 195,7411

32400 -26,79284 0,004261464 195,6256

32420 -26,80503 0,004202634 195,5092

32440 -26,81731 0,004150659 195,3918

32460 -26,8297 0,004105717 195,2735

32480 -26,84219 0,004067749 195,1542

32500 -26,85478 0,004036397 195,0339

32520 -26,86747 0,004011661 194,9127

32540 -26,88026 0,003992289 194,7905

32560 -26,89315 0,003977925 194,6674

32580 -26,90614 0,003967851 194,5433

32600 -26,91922 0,003961563 194,4183

32620 -26,9324 0,003958285 194,2923

32640 -26,94567 0,00395757 194,1653

32660 -26,95904 0,003958642 194,0374

32680 -26,97251 0,003961116 193,9085

32700 -26,98608 0,003964603 193,7787

32720 -26,99975 0,003968775 193,6479

32740 -27,01353 0,003973275 193,5162

32760 -27,0274 0,003977805 193,3835

32780 -27,04138 0,003982306 193,2499

32800 -27,05545 0,003986686 193,1153

32820 -27,06963 0,00399074 192,9797

32840 -27,0839 0,003994256 192,8432

32860 -27,09828 0,003997415 192,7057

32880 -27,11275 0,004000127 192,5673

32900 -27,12732 0,004002422 192,4279

32920 -27,142 0,004004359 192,2876

32940 -27,15677 0,004005939 192,1463

32960 -27,17164 0,004007071 192,004

32980 -27,18661 0,004007906 191,8608

33000 -27,20168 0,004008472 191,7166

33020 -27,21685 0,004008859 191,5715

33040 -27,23212 0,004008979 191,4254

33060 -27,24749 0,004009277 191,2784

33080 -27,26296 0,004008979 191,1304

33100 -27,27853 0,004008919 190,9815

33120 -27,2942 0,00400877 190,8316

33140 -27,30997 0,004008561 190,6807

33160 -27,32583 0,004008293 190,5289

33180 -27,3418 0,004007787 190,3762

33200 -27,35787 0,004007578 190,2225

33220 -27,37403 0,004007369 190,0678

33240 -27,3903 0,00400722 189,9122

33260 -27,40667 0,004007041 189,7556

33280 -27,42313 0,004006892 189,598

33300 -27,4397 0,004006714 189,4395

33320 -27,45637 0,004006624 189,2801

33340 -27,47313 0,004006505 189,1197

33360 -27,49 0,004006445 188,9583

33380 -27,50696 0,004006416 188,796

33400 -27,52402 0,004006118 188,6328

33420 -27,54119 0,004006416 188,4685

33440 -27,55845 0,004006177 188,3034

33460 -27,57582 0,004006505 188,1372

33480 -27,59328 0,004006267 187,9701

33500 -27,61084 0,004006565 187,8021

33520 -27,6285 0,004006326 187,6331

33540 -27,64627 0,004006445 187,4632

33560 -27,66413 0,004006505 187,2923

33580 -27,68209 0,004006565 187,1204

33600 -27,70015 0,004006624 186,9476

33620 -27,71831 0,004006714 186,7738

33640 -27,73657 0,004006833 186,5991

33660 -27,75493 0,004006892 186,4234

33680 -27,7734 0,004006952 186,2468

33700 -27,79196 0,004007012 186,0692

33720 -27,81062 0,004007071 185,8907

33740 -27,82937 0,004007071 185,7112

33760 -27,84823 0,004007071 185,5307

33780 -27,86719 0,004007131 185,3493

33800 -27,88625 0,00400719 185,167

33820 -27,90541 0,00400725 184,9837

33840 -27,92467 0,00400731 184,7994

33860 -27,94403 0,00400731 184,6142

33880 -27,96348 0,00400731 184,428

33900 -27,98304 0,004007369 184,2409

33920 -28,0027 0,004007369 184,0528

33940 -28,02245 0,004007429 183,8638

33960 -28,04231 0,004007488 183,6738

33980 -28,06226 0,004007488 183,4829

34000 -28,08232 0,004007548 183,291

34020 -28,10247 0,004007548 183,0981

34040 -28,12273 0,004007548 182,9043

34060 -28,14308 0,004007608 182,7096

34080 -28,16353 0,004007608 182,5139

34100 -28,18409 0,004007667 182,3172

34120 -28,20474 0,004007667 182,1196

34140 -28,22549 0,004007727 181,9211

34160 -28,24635 0,004007727 181,7215

34180 -28,2673 0,004007787 181,5211

34200 -28,28835 0,004007846 181,3197

34220 -28,3095 0,004007846 181,1173

34240 -28,33075 0,004007846 180,914

34260 -28,3521 0,004007906 180,7097

34280 -28,37355 0,004007906 180,5044

34300 -28,3951 0,004007965 180,2982

34320 -28,41675 0,004007965 180,0911

34340 -28,4385 0,004008025 179,883

34360 -28,46034 0,004008025 179,674

34380 -28,48229 0,004008085 179,464

34400 -28,50434 0,004008085 179,253

34420 -28,52649 0,004008144 179,0411

34440 -28,54873 0,004008204 178,8283

34460 -28,57108 0,004008204 178,6145

34480 -28,59352 0,004008263 178,3997

34500 -28,61607 0,004008263 178,184

34520 -28,63871 0,004008263 177,9673

34540 -28,66146 0,004008323 177,7497

34560 -28,6843 0,004008383 177,5312

34580 -28,70724 0,004008383 177,3116

34600 -28,73028 0,004008442 177,0912

34620 -28,75343 0,004008442 176,8698

34640 -28,77667 0,004008442 176,6474

34660 -28,80001 0,004008502 176,424

34680 -28,82345 0,004008561 176,1998

34700 -28,84699 0,004008561 175,9745

34720 -28,87063 0,004008621 175,7484

34740 -28,89437 0,004008621 175,5212

34760 -28,9182 0,004008681 175,2931

34780 -28,94214 0,004008681 175,0641

34800 -28,96618 0,00400874 174,8341

34820 -28,99031 0,00400874 174,6032

34840 -29,01455 0,0040088 174,3713

34860 -29,03889 0,004008621 174,1384

34880 -29,06332 0,004008979 173,9046

34900 -29,08786 0,0040088 173,6699

34920 -29,11249 0,004009098 173,4342

34940 -29,13722 0,004008859 173,1975

34960 -29,16205 0,004009157 172,9599

34980 -29,18699 0,004008919 172,7214

35000 -29,21202 0,004009217 172,4819

35020 -29,23715 0,004008979 172,2414

35040 -29,26238 0,004009277 172

35060 -29,28771 0,004009038 171,7577

35080 -29,31314 0,004009396 171,5144

35100 -29,33867 0,004009157 171,2701

35120 -29,36429 0,004009455 171,0249

35140 -29,39002 0,004009217 170,7787

35160 -29,41585 0,004009515 170,5316

35180 -29,44177 0,004009277 170,2836

35200 -29,4678 0,004009575 170,0346

35220 -29,49392 0,004009336 169,7846

35240 -29,52015 0,004009634 169,5337

35260 -29,54647 0,004009396 169,2818

35280 -29,57289 0,004009694 169,029

35300 -29,59941 0,004009455 168,7753

35320 -29,62604 0,004009753 168,5205

35340 -29,65276 0,004009515 168,2649

35360 -29,67957 0,004009813 168,0083

35380 -29,70649 0,004009575 167,7507

35400 -29,73351 0,004009634 167,4922

35420 -29,76063 0,004009694 167,2327

35440 -29,78785 0,004009753 166,9723

35460 -29,81517 0,004009813 166,7109

35480 -29,84258 0,004009873 166,4486

35500 -29,8701 0,004009932 166,1853

35520 -29,89771 0,004009992 165,9211

35540 -29,92543 0,004010051 165,656

35560 -29,95324 0,004010111 165,3898

35580 -29,98115 0,004010111 165,1228

35600 -30,00916 0,004010171 164,8548

35620 -30,03727 0,004010171 164,5858

35640 -30,06548 0,004010171 164,3159

35660 -30,09379 0,004010171 164,045

35680 -30,1222 0,00401023 163,7732

35700 -30,15071 0,00401023 163,5004

35720 -30,17931 0,00401029 163,2267

35740 -30,20802 0,00401035 162,9521

35760 -30,23682 0,00401035 162,6765

35780 -30,26573 0,00401035 162,3999

35800 -30,29473 0,004010409 162,1224

35820 -30,32383 0,004010409 161,8439

35840 -30,35303 0,004010469 161,5645

35860 -30,38234 0,004010528 161,2841

35880 -30,41174 0,004010528 161,0028

35900 -30,44123 0,004010588 160,7206

35920 -30,47083 0,004010588 160,4374

35940 -30,50053 0,004010648 160,1532

35960 -30,53033 0,004010707 159,8681

35980 -30,56022 0,004010707 159,5821

36000 -30,59022 0,004010707 159,2951

36020 -30,62031 0,004010767 159,0071

36040 -30,65051 0,004010767 158,7182

36060 -30,6808 0,004010826 158,4284

36080 -30,71119 0,004010886 158,1376

36100 -30,74168 0,004010886 157,8458

36120 -30,77227 0,004010946 157,5531

36140 -30,80296 0,004010946 157,2595

36160 -30,83375 0,004011005 156,9649

36180 -30,86464 0,004011065 156,6693

36200 -30,89562 0,004011065 156,3728

36220 -30,92671 0,004011065 156,0754

36240 -30,95789 0,004011124 155,777

36260 -30,98918 0,004011124 155,4777

36280 -31,02056 0,004011124 155,1774

36300 -31,05204 0,004011184 154,8762

36320 -31,08363 0,004011184 154,574

36340 -31,11531 0,004011244 154,2709

36360 -31,14709 0,004011303 153,9668

36380 -31,17897 0,004011303 153,6618

36400 -31,21095 0,004011363 153,3558

36420 -31,24302 0,004011363 153,0489

36440 -31,2752 0,004011422 152,741

36460 -31,30748 0,004011422 152,4322

36480 -31,33985 0,004011482 152,1225

36500 -31,37232 0,004011482 151,8117

36520 -31,4049 0,004011542 151,5001

36540 -31,43757 0,004011601 151,1875

36560 -31,47034 0,004011601 150,8739

36580 -31,50321 0,004011661 150,5594

36600 -31,53617 0,004011661 150,244

36620 -31,56924 0,00401172 149,9276

36640 -31,60241 0,00401172 149,6102

36660 -31,63568 0,00401178 149,292

36680 -31,66904 0,00401178 148,9727

36700 -31,70251 0,00401184 148,6525

36720 -31,73607 0,00401184 148,3314

36740 -31,76973 0,004011899 148,0093

36760 -31,80349 0,004011899 147,6863

36780 -31,83735 0,004011959 147,3623

36800 -31,87131 0,004011959 147,0374

36820 -31,90536 0,004012018 146,7115

36840 -31,93952 0,004012078 146,3847

36860 -31,97378 0,004012138 146,057

36880 -32,00813 0,004012197 145,7283

36900 -32,04259 0,004012197 145,3986

36920 -32,07714 0,004012257 145,068

36940 -32,11179 0,004012018 144,7365

36960 -32,14655 0,004012316 144,404

36980 -32,1814 0,004012078 144,0705

37000 -32,21635 0,004012376 143,7361

37020 -32,25139 0,004012197 143,4008

37040 -32,28654 0,004012495 143,0645

37060 -32,32178 0,004012257 142,7273

37080 -32,35712 0,004012555 142,3891

37100 -32,39257 0,004012316 142,05

37120 -32,42811 0,004012614 141,7099

37140 -32,46375 0,004012376 141,3689

37160 -32,49949 0,004012674 141,0269

37180 -32,53533 0,004012495 140,684

37200 -32,57127 0,004012793 140,3401

37220 -32,6073 0,004012555 139,9953

37240 -32,64344 0,004012853 139,6496

37260 -32,67968 0,004012614 139,3029

37280 -32,71601 0,004012913 138,9553

37300 -32,75244 0,004012674 138,6067

37320 -32,78897 0,004012972 138,2571

37340 -32,8256 0,004012734 137,9067

37360 -32,86232 0,004013032 137,5552

37380 -32,89915 0,004012793 137,2029

37400 -32,93608 0,004013091 136,8495

37420 -32,9731 0,004012853 136,4953

37440 -33,01023 0,004013211 136,1401

37460 -33,04745 0,004012972 135,7839

37480 -33,08477 0,004013032 135,4268

37500 -33,12219 0,004013091 135,0688

37520 -33,15971 0,004013091 134,7098

37540 -33,19733 0,004013151 134,3499

37560 -33,23504 0,004013151 133,989

37580 -33,27286 0,004013211 133,6272

37600 -33,31077 0,004013211 133,2644

37620 -33,34879 0,00401327 132,9007

37640 -33,3869 0,00401333 132,5361

37660 -33,42511 0,00401333 132,1705

37680 -33,46342 0,004013389 131,8039

37700 -33,50183 0,004013389 131,4364

37720 -33,54033 0,004013449 131,068

37740 -33,57894 0,004013449 130,6986

37760 -33,61764 0,004013509 130,3283

37780 -33,65644 0,004013568 129,957

37800 -33,69535 0,004013568 129,5848

