0 0 -4,172325E-07 0

20 -5,476063E-11 -0,0002236962 4,456979E-09
63460 -11,57667 0,003896832 -2,219052

63480 -11,57667 0,003896832 -2,219052

63500 -11,57667 0,003896832 -2,219052

63520 -11,57667 0,003896832 -2,219052

63540 -11,57667 0,003896832 -2,219052

63560 -11,57667 0,003896832 -2,219052

63580 -11,57667 0,003896832 -2,219052

63600 -11,57667 0,003896832 -2,219052

63620 -11,57667 0,003896832 -2,219052

63640 -11,57667 0,003896832 -2,219052

63660 -11,57667 0,003896832 -2,219052

63680 -11,57667 0,003896832 -2,219052

63700 -11,57667 0,003896832 -2,219052

63720 -11,57667 0,003896832 -2,219052

63740 -11,57667 0,003896832 -2,219052

63760 -11,57667 0,003896832 -2,219052

63780 -11,57667 0,003896832 -2,219052

63800 -11,57667 0,003896773 -2,219052

63820 -11,57667 0,003896773 -2,219052

63840 -11,57667 0,003896773 -2,219052

63860 -11,57667 0,003896773 -2,219052

63880 -11,57667 0,003896773 -2,219052

63900 -11,57667 0,003896773 -2,219052

63920 -11,57667 0,003896773 -2,219052

63940 -11,57667 0,003896773 -2,219052

63960 -11,57667 0,003896773 -2,219052

63980 -11,57667 0,003896773 -2,219052

64000 -11,57667 0,003896773 -2,219052

64020 -11,57667 0,003896773 -2,219052

64040 -11,57667 0,003896773 -2,219052

64060 -11,57667 0,003896773 -2,219052

64080 -11,57667 0,003896773 -2,219052

64100 -11,57667 0,003896773 -2,219052

64120 -11,57667 0,003896773 -2,219052

64140 -11,57667 0,003896773 -2,219052

64160 -11,57667 0,003896773 -2,219052

64180 -11,57667 0,003896773 -2,219052

64200 -11,57667 0,003896773 -2,219052

64220 -11,57667 0,003896773 -2,219052

64240 -11,57667 0,003896773 -2,219052

64260 -11,57667 0,003896773 -2,219052

64280 -11,57667 0,003896773 -2,219052

64300 -11,57667 0,003896773 -2,219052

64320 -11,57667 0,003896773 -2,219052

64340 -11,57667 0,003896773 -2,219052

64360 -11,57667 0,003896773 -2,219052

64380 -11,57667 0,003896773 -2,219052

64400 -11,57667 0,003896773 -2,219052

64420 -11,57667 0,003896773 -2,219052

64440 -11,57667 0,003896773 -2,219052

64460 -11,57667 0,003896773 -2,219052

64480 -11,57667 0,003896773 -2,219052

64500 -11,57667 0,003896773 -2,219052

64520 -11,57667 0,003896773 -2,219052

64540 -11,57667 0,003896773 -2,219052

64560 -11,57667 0,003896773 -2,219052

64580 -11,57667 0,003896773 -2,219052

64600 -11,57667 0,003896773 -2,219052

64620 -11,57667 0,003896773 -2,219052

64640 -11,57667 0,003896773 -2,219052

64660 -11,57667 0,003896773 -2,219052

64680 -11,57667 0,003896773 -2,219052

64700 -11,57667 0,003896773 -2,219052

64720 -11,57667 0,003896773 -2,219052

64740 -11,57667 0,003896773 -2,219052

64760 -11,57667 0,003896773 -2,219052

64780 -11,57667 0,003896773 -2,219052

64800 -11,57667 0,003896773 -2,219052

64820 -11,57667 0,003896773 -2,219052

64840 -11,57667 0,003896773 -2,219052

64860 -11,57667 0,003896773 -2,219052

64880 -11,57667 0,003896773 -2,219052

64900 -11,57667 0,003896773 -2,219052

64920 -11,57667 0,003896773 -2,219052

64940 -11,57667 0,003896773 -2,219052

64960 -11,57667 0,003896773 -2,219052

64980 -11,57667 0,003896773 -2,219052

65000 -11,57667 0,003896773 -2,219052

65020 -11,57667 0,003896773 -2,219052

65040 -11,57667 0,003896773 -2,219052

65060 -11,57667 0,003896773 -2,219052

65080 -11,57667 0,003896773 -2,219052

65100 -11,57667 0,003896773 -2,219052

65120 -11,57667 0,003896773 -2,219052

65140 -11,57667 0,003896773 -2,219052

65160 -11,57667 0,003896773 -2,219052

65180 -11,57667 0,003896773 -2,219052

65200 -11,57667 0,003896773 -2,219052

65220 -11,57667 0,003896773 -2,219052

65240 -11,57667 0,003896773 -2,219052

65260 -11,57667 0,003896832 -2,219052

65280 -11,57667 0,003896832 -2,219052

65300 -11,57667 0,003896832 -2,219052

65320 -11,57667 0,003896832 -2,219052

65340 -11,57667 0,003896832 -2,219052

65360 -11,57667 0,003896832 -2,219052

65380 -11,57667 0,003896832 -2,219052

65400 -11,57667 0,003896832 -2,219052

65420 -11,57667 0,003896832 -2,219052

65440 -11,57667 0,003896832 -2,219052

65460 -11,57667 0,003896832 -2,219052

65480 -11,57667 0,003896832 -2,219052

65500 -11,57667 0,003896832 -2,219052

65520 -11,57667 0,003896832 -2,219052

65540 -11,57667 0,003896832 -2,219052

65560 -11,57667 0,003896832 -2,219052

65580 -11,57667 0,003896832 -2,219052

65600 -11,57667 0,003896832 -2,219052

65620 -11,57667 0,003896832 -2,219052

65640 -11,57667 0,003896832 -2,219052

65660 -11,57667 0,003896832 -2,219052

65680 -11,57667 0,003896832 -2,219052

65700 -11,57667 0,003896832 -2,219052

65720 -11,57667 0,003896832 -2,219052

65740 -11,57667 0,003896832 -2,219052

65760 -11,57667 0,003896832 -2,219052

65780 -11,57667 0,003896832 -2,219052

65800 -11,57667 0,003896832 -2,219052

65820 -11,57667 0,003896832 -2,219052

65840 -11,57667 0,003896832 -2,219052

65860 -11,57667 0,003896832 -2,219052

65880 -11,57667 0,003896832 -2,219052

65900 -11,57667 0,003896832 -2,219052

65920 -11,57667 0,003896832 -2,219052

65940 -11,57667 0,003896832 -2,219052

65960 -11,57667 0,003896832 -2,219052

65980 -11,57667 0,003896832 -2,219052

66000 -11,57667 0,003896832 -2,219052

66020 -11,57667 0,003896832 -2,219052

66040 -11,57667 0,003896832 -2,219052

66060 -11,57667 0,003896832 -2,219052

66080 -11,57667 0,003896832 -2,219052

66100 -11,57667 0,003896832 -2,219052

66120 -11,57667 0,003896832 -2,219052

66140 -11,57667 0,003896773 -2,219052

66160 -11,57667 0,003896773 -2,219052

66180 -11,57667 0,003896773 -2,219052

66200 -11,57667 0,003896773 -2,219052

66220 -11,57667 0,003896773 -2,219052

66240 -11,57667 0,003896773 -2,219052

66260 -11,57667 0,003896773 -2,219052

66280 -11,57667 0,003896773 -2,219052

66300 -11,57667 0,003896773 -2,219052

66320 -11,57667 0,003896773 -2,219052

66340 -11,57667 0,003896773 -2,219052

66360 -11,57667 0,003896773 -2,219052

66380 -11,57667 0,003896773 -2,219052

66400 -11,57667 0,003896773 -2,219052

66420 -11,57667 0,003896773 -2,219052

66440 -11,57667 0,003896773 -2,219052

66460 -11,57667 0,003896773 -2,219052

66480 -11,57667 0,003896773 -2,219052

66500 -11,57667 0,003896773 -2,219052

66520 -11,57667 0,003896773 -2,219052

66540 -11,57667 0,003896773 -2,219052

66560 -11,57667 0,003896773 -2,219052

66580 -11,57667 0,003896773 -2,219052

66600 -11,57667 0,003896773 -2,219052

66620 -11,57667 0,003896773 -2,219052

66640 -11,57667 0,003896773 -2,219052

66660 -11,57667 0,003896773 -2,219052

66680 -11,57667 0,003896773 -2,219052

66700 -11,57667 0,003896773 -2,219052

66720 -11,57667 0,003896773 -2,219052

66740 -11,57667 0,003896773 -2,219052

66760 -11,57667 0,003896773 -2,219052

66780 -11,57667 0,003896773 -2,219052

66800 -11,57667 0,003896773 -2,219052

66820 -11,57667 0,003896773 -2,219052

66840 -11,57667 0,003896773 -2,219052

66860 -11,57667 0,003896773 -2,219052

66880 -11,57667 0,003896773 -2,219052

66900 -11,57667 0,003896773 -2,219052

66920 -11,57667 0,003896773 -2,219052

66940 -11,57667 0,003896773 -2,219052

66960 -11,57667 0,003896773 -2,219052

66980 -11,57667 0,003896773 -2,219052

67000 -11,57667 0,003896773 -2,219052

67020 -11,57667 0,003896773 -2,219052

67040 -11,57667 0,003896773 -2,219052

67060 -11,57667 0,003896773 -2,219052

67080 -11,57667 0,003896773 -2,219052

67100 -11,57667 0,003896773 -2,219052

67120 -11,57667 0,003896773 -2,219052

67140 -11,57667 0,003896773 -2,219052

67160 -11,57667 0,003896773 -2,219052

67180 -11,57667 0,003896773 -2,219052

67200 -11,57667 0,003896773 -2,219052

67220 -11,57667 0,003896773 -2,219052

67240 -11,57667 0,003896773 -2,219052

67260 -11,57667 0,003896773 -2,219052

67280 -11,57667 0,003896773 -2,219052

67300 -11,57667 0,003896773 -2,219052

67320 -11,57667 0,003896773 -2,219052

67340 -11,57667 0,003896773 -2,219052

67360 -11,57667 0,003896773 -2,219052

67380 -11,57667 0,003896773 -2,219052

67400 -11,57667 0,003896773 -2,219052

67420 -11,57667 0,003896773 -2,219052

67440 -11,57667 0,003896773 -2,219052

67460 -11,57667 0,003896773 -2,219052

67480 -11,57667 0,003896773 -2,219052

67500 -11,57667 0,003896773 -2,219052

67520 -11,57667 0,003896773 -2,219052

67540 -11,57667 0,003896773 -2,219052

67560 -11,57667 0,003896773 -2,219052

67580 -11,57667 0,003896773 -2,219052

67600 -11,57667 0,003896773 -2,219052

67620 -11,57667 0,003896773 -2,219052

67640 -11,57667 0,003896773 -2,219052

67660 -11,57667 0,003896773 -2,219052

67680 -11,57667 0,003896773 -2,219052

67700 -11,57667 0,003896773 -2,219052

67720 -11,57667 0,003896773 -2,219052

67740 -11,57667 0,003896773 -2,219052

67760 -11,57667 0,003896773 -2,219052

67780 -11,57667 0,003896773 -2,219052

67800 -11,57667 0,003896773 -2,219052

67820 -11,57667 0,003896773 -2,219052

67840 -11,57667 0,003896832 -2,219052

67860 -11,57667 0,003896832 -2,219052

67880 -11,57667 0,003896832 -2,219052

67900 -11,57667 0,003896832 -2,219052

67920 -11,57667 0,003896832 -2,219052

67940 -11,57667 0,003896832 -2,219052

67960 -11,57667 0,003896832 -2,219052

67980 -11,57667 0,003896832 -2,219052

68000 -11,57667 0,003896832 -2,219052

68020 -11,57667 0,003896832 -2,219052

68040 -11,57667 0,003896832 -2,219052

68060 -11,57667 0,003896832 -2,219052

68080 -11,57667 0,003896832 -2,219052

68100 -11,57667 0,003896832 -2,219052

68120 -11,57667 0,003896832 -2,219052

68140 -11,57667 0,003896832 -2,219052

68160 -11,57667 0,003896832 -2,219052

68180 -11,57667 0,003896832 -2,219052

68200 -11,57667 0,003896832 -2,219052

68220 -11,57667 0,003896832 -2,219052

68240 -11,57667 0,003896832 -2,219052

68260 -11,57667 0,003896832 -2,219052

68280 -11,57667 0,003896832 -2,219052

68300 -11,57667 0,003896832 -2,219052

68320 -11,57667 0,003896832 -2,219052

68340 -11,57667 0,003896832 -2,219052

68360 -11,57667 0,003896832 -2,219052

68380 -11,57667 0,003896832 -2,219052

68400 -11,57667 0,003896832 -2,219052

68420 -11,57667 0,003896832 -2,219052

68440 -11,57667 0,003896832 -2,219052

68460 -11,57667 0,003896832 -2,219052

68480 -11,57667 0,003896832 -2,219052

68500 -11,57667 0,003896832 -2,219052

68520 -11,57667 0,003896832 -2,219052

68540 -11,57667 0,003896832 -2,219052

68560 -11,57667 0,003896832 -2,219052

68580 -11,57667 0,003896832 -2,219052

68600 -11,57667 0,003896832 -2,219052

68620 -11,57667 0,003896832 -2,219052

68640 -11,57667 0,003896832 -2,219052

68660 -11,57667 0,003896832 -2,219052

68680 -11,57667 0,003896832 -2,219052

68700 -11,57667 0,003896832 -2,219052

68720 -11,57667 0,003896832 -2,219052

68740 -11,57667 0,003896773 -2,219052

68760 -11,57667 0,003896773 -2,219052

68780 -11,57667 0,003896773 -2,219052

68800 -11,57667 0,003896773 -2,219052

68820 -11,57667 0,003896773 -2,219052

68840 -11,57667 0,003896773 -2,219052

68860 -11,57667 0,003896773 -2,219052

68880 -11,57667 0,003896773 -2,219052

68900 -11,57667 0,003896773 -2,219052

68920 -11,57667 0,003896773 -2,219052

68940 -11,57667 0,003896773 -2,219052

68960 -11,57667 0,003896773 -2,219052

68980 -11,57667 0,003896773 -2,219052

69000 -11,57667 0,003896773 -2,219052

69020 -11,57667 0,003896773 -2,219052

69040 -11,57667 0,003896773 -2,219052

69060 -11,57667 0,003896773 -2,219052

69080 -11,57667 0,003896773 -2,219052

69100 -11,57667 0,003896773 -2,219052

69120 -11,57667 0,003896773 -2,219052

69140 -11,57667 0,003896773 -2,219052

69160 -11,57667 0,003896773 -2,219052

69180 -11,57667 0,003896773 -2,219052

69200 -11,57667 0,003896773 -2,219052

69220 -11,57667 0,003896773 -2,219052

69240 -11,57667 0,003896773 -2,219052

69260 -11,57667 0,003896773 -2,219052

69280 -11,57667 0,003896773 -2,219052

69300 -11,57667 0,003896773 -2,219052

69320 -11,57667 0,003896773 -2,219052

69340 -11,57667 0,003896773 -2,219052

69360 -11,57667 0,003896773 -2,219052

69380 -11,57667 0,003896773 -2,219052

69400 -11,57667 0,003896773 -2,219052

69420 -11,57667 0,003896773 -2,219052

69440 -11,57667 0,003896773 -2,219052

69460 -11,57667 0,003896773 -2,219052

69480 -11,57667 0,003896773 -2,219052

69500 -11,57667 0,003896773 -2,219052

69520 -11,57667 0,003896773 -2,219052

69540 -11,57667 0,003896773 -2,219052

69560 -11,57667 0,003896773 -2,219052

69580 -11,57667 0,003896773 -2,219052

69600 -11,57667 0,003896773 -2,219052

69620 -11,57667 0,003896773 -2,219052

69640 -11,57667 0,003896773 -2,219052

69660 -11,57667 0,003896773 -2,219052

69680 -11,57667 0,003896773 -2,219052

69700 -11,57667 0,003896773 -2,219052

69720 -11,57667 0,003896773 -2,219052

69740 -11,57667 0,003896773 -2,219052

69760 -11,57667 0,003896773 -2,219052

69780 -11,57667 0,003896773 -2,219052

69800 -11,57667 0,003896773 -2,219052

69820 -11,57667 0,003896773 -2,219052

69840 -11,57667 0,003896773 -2,219052

69860 -11,57667 0,003896773 -2,219052

69880 -11,57667 0,003896773 -2,219052

69900 -11,57667 0,003896773 -2,219052

69920 -11,57667 0,003896773 -2,219052

69940 -11,57667 0,003896773 -2,219052

69960 -11,57667 0,003896773 -2,219052

69980 -11,57667 0,003896773 -2,219052

70000 -11,57667 0,003896773 -2,219052

70020 -11,57667 0,003896773 -2,219052

70040 -11,57667 0,003896773 -2,219052

70060 -11,57667 0,003896773 -2,219052

70080 -11,57667 0,003896773 -2,219052

70100 -11,57667 0,003896773 -2,219052

70120 -11,57667 0,003896773 -2,219052

70140 -11,57667 0,003896773 -2,219052

70160 -11,57667 0,003896773 -2,219052

70180 -11,57667 0,003896773 -2,219052

70200 -11,57667 0,003896773 -2,219052

70220 -11,57667 0,003896773 -2,219052

70240 -11,57667 0,003896773 -2,219052

70260 -11,57667 0,003896773 -2,219052

70280 -11,57667 0,003896832 -2,219052

70300 -11,57667 0,003896832 -2,219052

70320 -11,57667 0,003896832 -2,219052

70340 -11,57667 0,003896832 -2,219052

70360 -11,57667 0,003896832 -2,219052

70380 -11,57667 0,003896832 -2,219052

70400 -11,57667 0,003896832 -2,219052

70420 -11,57667 0,003896832 -2,219052

70440 -11,57667 0,003896832 -2,219052

70460 -11,57667 0,003896832 -2,219052

70480 -11,57667 0,003896832 -2,219052

70500 -11,57667 0,003896832 -2,219052

70520 -11,57667 0,003896832 -2,219052

70540 -11,57667 0,003896832 -2,219052

70560 -11,57667 0,003896832 -2,219052

70580 -11,57667 0,003896832 -2,219052

70600 -11,57667 0,003896832 -2,219052

70620 -11,57667 0,003896832 -2,219052

70640 -11,57667 0,003896832 -2,219052

70660 -11,57667 0,003896832 -2,219052

70680 -11,57667 0,003896832 -2,219052

70700 -11,57667 0,003896832 -2,219052

70720 -11,57667 0,003896832 -2,219052

70740 -11,57667 0,003896832 -2,219052

70760 -11,57667 0,003896832 -2,219052

70780 -11,57667 0,003896832 -2,219052

70800 -11,57667 0,003896832 -2,219052

70820 -11,57667 0,003896832 -2,219052

70840 -11,57667 0,003896832 -2,219052

70860 -11,57667 0,003896832 -2,219052

70880 -11,57667 0,003896832 -2,219052

70900 -11,57667 0,003896832 -2,219052

70920 -11,57667 0,003896832 -2,219052

70940 -11,57667 0,003896832 -2,219052

70960 -11,57667 0,003896832 -2,219052

70980 -11,57667 0,003896832 -2,219052

71000 -11,57667 0,003896832 -2,219052

71020 -11,57667 0,003896832 -2,219052

71040 -11,57667 0,003896832 -2,219052

71060 -11,57667 0,003896832 -2,219052

71080 -11,57667 0,003896832 -2,219052

71100 -11,57667 0,003896832 -2,219052

71120 -11,57667 0,003896832 -2,219052

71140 -11,57667 0,003896832 -2,219052

71160 -11,57667 0,003896832 -2,219052

71180 -11,57667 0,003896832 -2,219052

71200 -11,57667 0,003896832 -2,219052

71220 -11,57667 0,003896832 -2,219052

71240 -11,57667 0,003896773 -2,219052

71260 -11,57667 0,003896773 -2,219052

71280 -11,57667 0,003896773 -2,219052

71300 -11,57667 0,003896773 -2,219052

71320 -11,57667 0,003896773 -2,219052

71340 -11,57667 0,003896773 -2,219052

71360 -11,57667 0,003896773 -2,219052

71380 -11,57667 0,003896773 -2,219052

71400 -11,57667 0,003896773 -2,219052

71420 -11,57667 0,003896773 -2,219052

71440 -11,57667 0,003896773 -2,219052

71460 -11,57667 0,003896773 -2,219052

71480 -11,57667 0,003896773 -2,219052

71500 -11,57667 0,003896773 -2,219052

71520 -11,57667 0,003896773 -2,219052

71540 -11,57667 0,003896773 -2,219052

71560 -11,57667 0,003896773 -2,219052

71580 -11,57667 0,003896773 -2,219052

71600 -11,57667 0,003896773 -2,219052

71620 -11,57667 0,003896773 -2,219052

71640 -11,57667 0,003896773 -2,219052

71660 -11,57667 0,003896773 -2,219052

71680 -11,57667 0,003896773 -2,219052

71700 -11,57667 0,003896773 -2,219052

71720 -11,57667 0,003896773 -2,219052

71740 -11,57667 0,003896773 -2,219052

71760 -11,57667 0,003896773 -2,219052

71780 -11,57667 0,003896773 -2,219052

71800 -11,57667 0,003896773 -2,219052

71820 -11,57667 0,003896773 -2,219052

71840 -11,57667 0,003896773 -2,219052

71860 -11,57667 0,003896773 -2,219052

71880 -11,57667 0,003896773 -2,219052

71900 -11,57667 0,003896773 -2,219052

71920 -11,57667 0,003896773 -2,219052

71940 -11,57667 0,003896773 -2,219052

71960 -11,57667 0,003896773 -2,219052

71980 -11,57667 0,003896773 -2,219052

72000 -11,57667 0,003896773 -2,219052

72020 -11,57667 0,003896773 -2,219052

72040 -11,57667 0,003896773 -2,219052

72060 -11,57667 0,003896773 -2,219052

72080 -11,57667 0,003896773 -2,219052

72100 -11,57667 0,003896773 -2,219052

72120 -11,57667 0,003896773 -2,219052

72140 -11,57667 0,003896773 -2,219052

72160 -11,57667 0,003896773 -2,219052

72180 -11,57667 0,003896773 -2,219052

72200 -11,57667 0,003896773 -2,219052

72220 -11,57667 0,003896773 -2,219052

72240 -11,57667 0,003896773 -2,219052

72260 -11,57667 0,003896773 -2,219052

72280 -11,57667 0,003896773 -2,219052

72300 -11,57667 0,003896773 -2,219052

72320 -11,57667 0,003896773 -2,219052

72340 -11,57667 0,003896773 -2,219052

72360 -11,57667 0,003896773 -2,219052

72380 -11,57667 0,003896773 -2,219052

72400 -11,57667 0,003896773 -2,219052

72420 -11,57667 0,003896773 -2,219052

72440 -11,57667 0,003896773 -2,219052

72460 -11,57667 0,003896773 -2,219052

72480 -11,57667 0,003896773 -2,219052

72500 -11,57667 0,003896773 -2,219052

72520 -11,57667 0,003896773 -2,219052

72540 -11,57667 0,003896773 -2,219052

72560 -11,57667 0,003896773 -2,219052

72580 -11,57667 0,003896773 -2,219052

72600 -11,57667 0,003896773 -2,219052

72620 -11,57667 0,003896773 -2,219052

72640 -11,57667 0,003896773 -2,219052

72660 -11,57667 0,003896773 -2,219052

72680 -11,57667 0,003896773 -2,219052

72700 -11,57667 0,003896773 -2,219052

72720 -11,57667 0,003896773 -2,219052

72740 -11,57667 0,003896773 -2,219052

72760 -11,57667 0,003896773 -2,219052

72780 -11,57667 0,003896773 -2,219052

72800 -11,57667 0,003896773 -2,219052

72820 -11,57667 0,003896773 -2,219052

72840 -11,57667 0,003896773 -2,219052

72860 -11,57667 0,003896773 -2,219052

72880 -11,57667 0,003896832 -2,219052

72900 -11,57667 0,003896832 -2,219052

72920 -11,57667 0,003896832 -2,219052

72940 -11,57667 0,003896832 -2,219052

72960 -11,57667 0,003896832 -2,219052

72980 -11,57667 0,003896832 -2,219052

73000 -11,57667 0,003896832 -2,219052

73020 -11,57667 0,003896832 -2,219052

73040 -11,57667 0,003896832 -2,219052

73060 -11,57667 0,003896832 -2,219052

73080 -11,57667 0,003896832 -2,219052

73100 -11,57667 0,003896832 -2,219052

73120 -11,57667 0,003896832 -2,219052

73140 -11,57667 0,003896832 -2,219052

73160 -11,57667 0,003896832 -2,219052

73180 -11,57667 0,003896832 -2,219052

73200 -11,57667 0,003896832 -2,219052

73220 -11,57667 0,003896832 -2,219052

73240 -11,57667 0,003896832 -2,219052

73260 -11,57667 0,003896832 -2,219052

73280 -11,57667 0,003896832 -2,219052

73300 -11,57667 0,003896832 -2,219052

73320 -11,57667 0,003896832 -2,219052

73340 -11,57667 0,003896832 -2,219052

73360 -11,57667 0,003896832 -2,219052

73380 -11,57667 0,003896832 -2,219052

73400 -11,57667 0,003896832 -2,219052

73420 -11,57667 0,003896832 -2,219052

73440 -11,57667 0,003896832 -2,219052

73460 -11,57667 0,003896832 -2,219052

73480 -11,57667 0,003896832 -2,219052

73500 -11,57667 0,003896832 -2,219052

73520 -11,57667 0,003896832 -2,219052

73540 -11,57667 0,003896832 -2,219052

73560 -11,57667 0,003896832 -2,219052

73580 -11,57667 0,003896832 -2,219052

73600 -11,57667 0,003896832 -2,219052

73620 -11,57667 0,003896832 -2,219052

73640 -11,57667 0,003896832 -2,219052

73660 -11,57667 0,003896832 -2,219052

73680 -11,57667 0,003896832 -2,219052

73700 -11,57667 0,003896832 -2,219052

73720 -11,57667 0,003896832 -2,219052

73740 -11,57667 0,003896832 -2,219052

73760 -11,57667 0,003896832 -2,219052

73780 -11,57667 0,003896832 -2,219052

73800 -11,57667 0,003896832 -2,219052

73820 -11,57667 0,003896832 -2,219052

73840 -11,57667 0,003896773 -2,219052

73860 -11,57667 0,003896773 -2,219052

73880 -11,57667 0,003896773 -2,219052

73900 -11,57667 0,003896773 -2,219052

73920 -11,57667 0,003896773 -2,219052

