0 1,924112E-06 1,298075E-09 -8,397331E-10 1

11153 2,048909E-08 1,299607E-09 -3,509858E-10 1

11154 2,048909E-08 1,299608E-09 -3,485254E-10 1

11155 2,048909E-08 1,299608E-09 -3,460904E-10 1

11156 2,048909E-08 1,299608E-09 -3,436806E-10 1

11157 2,048909E-08 1,299609E-09 -3,412961E-10 1

11158 2,048909E-08 1,299609E-09 -3,389368E-10 1

11159 2,048909E-08 1,299609E-09 -3,366029E-10 1

11160 2,048909E-08 1,29961E-09 -3,342942E-10 1

11161 2,048909E-08 1,29961E-09 -3,320108E-10 1

11162 2,048909E-08 1,29961E-09 -3,297527E-10 1

11163 2,048909E-08 1,29961E-09 -3,275198E-10 1

11164 2,048909E-08 1,299611E-09 -3,253122E-10 1

11165 2,048909E-08 1,299611E-09 -3,231299E-10 1

11166 2,048909E-08 1,299611E-09 -3,209728E-10 1

11167 2,048909E-08 1,299612E-09 -3,18841E-10 1

11168 2,048909E-08 1,299612E-09 -3,167345E-10 1

11169 2,048909E-08 1,299612E-09 -3,146532E-10 1

11170 2,048909E-08 1,299613E-09 -3,125971E-10 1

11171 2,048909E-08 1,299613E-09 -3,105663E-10 1

11172 2,048909E-08 1,299613E-09 -3,085608E-10 1

11173 2,048909E-08 1,299613E-09 -3,065805E-10 1

11174 2,048909E-08 1,299614E-09 -3,046255E-10 1

11175 2,048909E-08 1,299614E-09 -3,026957E-10 1

11176 2,048909E-08 1,299614E-09 -3,007911E-10 1

11177 2,048909E-08 1,299615E-09 -2,989118E-10 1

11178 2,048909E-08 1,299615E-09 -2,970578E-10 1

11179 2,048909E-08 1,299615E-09 -2,95229E-10 1

11180 2,048909E-08 1,299615E-09 -2,934253E-10 1

11181 2,048909E-08 1,299616E-09 -2,91647E-10 1

11182 2,048909E-08 1,299616E-09 -2,898938E-10 1

11183 2,048909E-08 1,299617E-09 -2,881659E-10 1

11184 2,048909E-08 1,299617E-09 -2,864633E-10 1

11185 2,048909E-08 1,299617E-09 -2,847858E-10 1

11186 2,048909E-08 1,299617E-09 -2,831336E-10 1

11187 2,048909E-08 1,299618E-09 -2,815066E-10 1

11188 2,048909E-08 1,299618E-09 -2,799048E-10 1

11189 2,048909E-08 1,299618E-09 -2,783282E-10 1

11190 2,048909E-08 1,299619E-09 -2,767769E-10 1

11191 2,048909E-08 1,299619E-09 -2,752507E-10 1

11192 2,048909E-08 1,299619E-09 -2,737498E-10 1

11193 2,048909E-08 1,299619E-09 -2,722741E-10 1

11194 2,048909E-08 1,29962E-09 -2,708236E-10 1

11195 2,048909E-08 1,29962E-09 -2,693983E-10 1

11196 2,048909E-08 1,29962E-09 -2,679982E-10 1

11197 2,048909E-08 1,299621E-09 -2,666233E-10 1

11198 2,048909E-08 1,299621E-09 -2,652736E-10 1

11199 2,048909E-08 1,299621E-09 -2,639491E-10 1

11200 2,048909E-08 1,299621E-09 -2,626499E-10 1

11201 2,048909E-08 1,299622E-09 -2,613757E-10 1

11202 2,048909E-08 1,299622E-09 -2,601268E-10 1

11203 2,048909E-08 1,299623E-09 -2,589031E-10 1

11204 2,048909E-08 1,299623E-09 -2,577046E-10 1

11205 2,048909E-08 1,299623E-09 -2,565312E-10 1

11206 2,048909E-08 1,299623E-09 -2,55383E-10 1

11207 2,048909E-08 1,299624E-09 -2,542601E-10 1

11208 2,048909E-08 1,299624E-09 -2,531623E-10 1

11209 2,048909E-08 1,299624E-09 -2,520896E-10 1

11210 2,048909E-08 1,299625E-09 -2,510422E-10 1

11211 2,048909E-08 1,299625E-09 -2,500199E-10 1

11212 2,048909E-08 1,299625E-09 -2,490228E-10 1

11213 2,048909E-08 1,299626E-09 -2,480509E-10 1

11214 2,048909E-08 1,299626E-09 -2,471041E-10 1

11215 2,048909E-08 1,299626E-09 -2,461825E-10 1

11216 2,048909E-08 1,299626E-09 -2,452861E-10 1

11217 2,048909E-08 1,299627E-09 -2,444148E-10 1

11218 2,048909E-08 1,299627E-09 -2,435688E-10 1

11219 2,048909E-08 1,299627E-09 -2,427478E-10 1

11220 2,048909E-08 1,299628E-09 -2,41952E-10 1

11221 2,048909E-08 1,299628E-09 -2,411814E-10 1

11222 2,048909E-08 1,299628E-09 -2,404359E-10 1

11223 2,048909E-08 1,299629E-09 -2,397156E-10 1

11224 2,048909E-08 1,299629E-09 -2,390205E-10 1

11225 2,048909E-08 1,299629E-09 -2,383505E-10 1

11226 2,048909E-08 1,299629E-09 -2,377055E-10 1

11227 2,048909E-08 1,29963E-09 -2,370858E-10 1

11228 2,048909E-08 1,29963E-09 -2,364912E-10 1

11229 2,048909E-08 1,29963E-09 -2,359218E-10 1

11230 2,048909E-08 1,299631E-09 -2,353774E-10 1

11231 2,048909E-08 1,299631E-09 -2,348582E-10 1

11232 2,048909E-08 1,299631E-09 -2,343642E-10 1

11233 2,048909E-08 1,299631E-09 -2,338953E-10 1

11234 2,048909E-08 1,299632E-09 -2,334515E-10 1

11235 2,048909E-08 1,299632E-09 -2,330328E-10 1

11236 2,048909E-08 1,299632E-09 -2,326393E-10 1

11237 2,048909E-08 1,299633E-09 -2,322709E-10 1

11238 2,048909E-08 1,299633E-09 -2,319276E-10 1

11239 2,048909E-08 1,299633E-09 -2,316095E-10 1

11240 2,048909E-08 1,299634E-09 -2,313164E-10 1

11241 2,048909E-08 1,299634E-09 -2,310485E-10 1

11242 2,048909E-08 1,299634E-09 -2,308057E-10 1

11243 2,048909E-08 1,299635E-09 -2,30588E-10 1

11244 2,048909E-08 1,299635E-09 -2,303954E-10 1

11245 2,048909E-08 1,299635E-09 -2,302279E-10 1

11246 2,048909E-08 1,299636E-09 -2,300855E-10 1

11247 2,048909E-08 1,299636E-09 -2,299683E-10 1

11248 2,048909E-08 1,299636E-09 -2,298761E-10 1

11249 2,048909E-08 1,299636E-09 -2,29809E-10 1

11250 2,048909E-08 1,299637E-09 -2,29767E-10 1

11251 2,048909E-08 1,299637E-09 -2,297501E-10 1

11252 2,048909E-08 1,299637E-09 -2,297584E-10 1

11253 2,048909E-08 1,299638E-09 -2,297917E-10 1

11254 2,048909E-08 1,299638E-09 -2,298501E-10 1

11255 2,048909E-08 1,299638E-09 -2,299336E-10 1

11256 2,048909E-08 1,299639E-09 -2,300422E-10 1

11257 2,048909E-08 1,299639E-09 -2,301758E-10 1

11258 2,048909E-08 1,299639E-09 -2,303346E-10 1

11259 2,048909E-08 1,299639E-09 -2,305184E-10 1

11260 2,048909E-08 1,29964E-09 -2,307273E-10 1

11261 2,048909E-08 1,29964E-09 -2,309613E-10 1

11262 2,048909E-08 1,29964E-09 -2,312204E-10 1

11263 2,048909E-08 1,299641E-09 -2,315045E-10 1

11264 2,048909E-08 1,299641E-09 -2,318137E-10 1

11265 2,048909E-08 1,299641E-09 -2,32148E-10 1

11266 2,048909E-08 1,299642E-09 -2,325073E-10 1

11267 2,048909E-08 1,299642E-09 -2,328917E-10 1

11268 2,048909E-08 1,299642E-09 -2,333012E-10 1

11269 2,048909E-08 1,299642E-09 -2,337358E-10 1

11270 2,048909E-08 1,299643E-09 -2,341954E-10 1

11271 2,048909E-08 1,299643E-09 -2,3468E-10 1

11272 2,048909E-08 1,299643E-09 -2,351897E-10 1

11273 2,048909E-08 1,299644E-09 -2,357245E-10 1

11274 2,048909E-08 1,299644E-09 -2,362843E-10 1

11275 2,048909E-08 1,299644E-09 -2,368692E-10 1

11276 2,048909E-08 1,299645E-09 -2,374791E-10 1

11277 2,048909E-08 1,299645E-09 -2,381141E-10 1

11278 2,048909E-08 1,299645E-09 -2,387741E-10 1

11279 2,048909E-08 1,299645E-09 -2,394591E-10 1

11280 2,048909E-08 1,299646E-09 -2,401692E-10 1

11281 2,048909E-08 1,299646E-09 -2,409043E-10 1

11282 2,048909E-08 1,299647E-09 -2,416645E-10 1

11283 2,048909E-08 1,299647E-09 -2,424497E-10 1

11284 2,048909E-08 1,299647E-09 -2,432599E-10 1

11285 2,048909E-08 1,299647E-09 -2,440952E-10 1

11286 2,048909E-08 1,299648E-09 -2,449555E-10 1

11287 2,048909E-08 1,299648E-09 -2,458408E-10 1

11288 2,048909E-08 1,299648E-09 -2,467512E-10 1

11289 2,048909E-08 1,299649E-09 -2,476866E-10 1

11290 2,048909E-08 1,299649E-09 -2,48647E-10 1

11291 2,048909E-08 1,299649E-09 -2,496324E-10 1

11292 2,048909E-08 1,299649E-09 -2,506428E-10 1

11293 2,048909E-08 1,29965E-09 -2,516783E-10 1

11294 2,048909E-08 1,29965E-09 -2,527387E-10 1

11295 2,048909E-08 1,29965E-09 -2,538242E-10 1

11296 2,048909E-08 1,299651E-09 -2,549347E-10 1

11297 2,048909E-08 1,299651E-09 -2,560702E-10 1

11298 2,048909E-08 1,299651E-09 -2,572307E-10 1

11299 2,048909E-08 1,299652E-09 -2,584161E-10 1

11300 2,048909E-08 1,299652E-09 -2,596267E-10 1

11301 2,048909E-08 1,299652E-09 -2,608621E-10 1

11302 2,048909E-08 1,299653E-09 -2,621226E-10 1

11303 2,048909E-08 1,299653E-09 -2,634081E-10 1

11304 2,048909E-08 1,299653E-09 -2,647186E-10 1

11305 2,048909E-08 1,299653E-09 -2,660541E-10 1

11306 2,048909E-08 1,299654E-09 -2,674146E-10 1

11307 2,048909E-08 1,299654E-09 -2,688E-10 1

11308 2,048909E-08 1,299654E-09 -2,702104E-10 1

11309 2,048909E-08 1,299655E-09 -2,716459E-10 1

11310 2,048909E-08 1,299655E-09 -2,731063E-10 1

11311 2,048909E-08 1,299655E-09 -2,745917E-10 1

11312 2,048909E-08 1,299656E-09 -2,76102E-10 1

11313 2,048909E-08 1,299656E-09 -2,776374E-10 1

11314 2,048909E-08 1,299656E-09 -2,791977E-10 1

11315 2,048909E-08 1,299656E-09 -2,80783E-10 1

11316 2,048909E-08 1,299657E-09 -2,823933E-10 1

11317 2,048909E-08 1,299657E-09 -2,840285E-10 1

11318 2,048909E-08 1,299657E-09 -2,856887E-10 1

11319 2,048909E-08 1,299658E-09 -2,873739E-10 1

11320 2,048909E-08 1,299658E-09 -2,89084E-10 1

11321 2,048909E-08 1,299658E-09 -2,908191E-10 1

11322 2,048909E-08 1,299659E-09 -2,925792E-10 1

11323 2,048909E-08 1,299659E-09 -2,943642E-10 1

11324 2,048909E-08 1,299659E-09 -2,961742E-10 1

11325 2,048909E-08 1,299659E-09 -2,980091E-10 1

11326 2,048909E-08 1,29966E-09 -2,99869E-10 1

11327 2,048909E-08 1,29966E-09 -3,017538E-10 1

11328 2,048909E-08 1,29966E-09 -3,036635E-10 1

11329 2,048909E-08 1,299661E-09 -3,055982E-10 1

11330 2,048909E-08 1,299661E-09 -3,075579E-10 1

11331 2,048909E-08 1,299661E-09 -3,095425E-10 1

11332 2,048909E-08 1,299662E-09 -3,11552E-10 1

11333 2,048909E-08 1,299662E-09 -3,135865E-10 1

11334 2,048909E-08 1,299662E-09 -3,156459E-10 1

11335 2,048909E-08 1,299663E-09 -3,177303E-10 1

11336 2,048909E-08 1,299663E-09 -3,198395E-10 1

11337 2,048909E-08 1,299663E-09 -3,219738E-10 1

11338 2,048909E-08 1,299663E-09 -3,241329E-10 1

11339 2,048909E-08 1,299664E-09 -3,26317E-10 1

11340 2,048909E-08 1,299664E-09 -3,285259E-10 1

11341 2,048909E-08 1,299664E-09 -3,307598E-10 1

11342 2,048909E-08 1,299665E-09 -3,330187E-10 1

11343 2,048909E-08 1,299665E-09 -3,353024E-10 1

11344 2,048909E-08 1,299665E-09 -3,376111E-10 1

11345 2,048909E-08 1,299666E-09 -3,399447E-10 1

11346 2,048909E-08 1,299666E-09 -3,423032E-10 1

11347 2,048909E-08 1,299666E-09 -3,446866E-10 1

11348 2,048909E-08 1,299666E-09 -3,470949E-10 1

11349 2,048909E-08 1,299667E-09 -3,495281E-10 1

11350 2,048909E-08 1,299667E-09 -3,519862E-10 1

11351 2,048909E-08 1,299667E-09 -3,544693E-10 1

11352 2,048909E-08 1,299668E-09 -3,569772E-10 1

11353 2,048909E-08 1,299668E-09 -3,5951E-10 1

11354 2,048909E-08 1,299668E-09 -3,620678E-10 1

11355 2,048909E-08 1,299669E-09 -3,646504E-10 1

11356 2,048909E-08 1,299669E-09 -3,672579E-10 1

11357 2,048909E-08 1,299669E-09 -3,698903E-10 1

11358 2,048909E-08 1,29967E-09 -3,725476E-10 1

11359 2,048909E-08 1,29967E-09 -3,752298E-10 1

11360 2,048909E-08 1,29967E-09 -3,779369E-10 1

11361 2,048909E-08 1,299671E-09 -3,806689E-10 1

11362 2,048909E-08 1,299671E-09 -3,834257E-10 1

11363 2,048909E-08 1,299671E-09 -3,862074E-10 1

11364 2,048909E-08 1,299671E-09 -3,89014E-10 1

11365 2,048909E-08 1,299672E-09 -3,918455E-10 1

11366 2,048909E-08 1,299672E-09 -3,947018E-10 1

11367 2,048909E-08 1,299672E-09 -3,97583E-10 1

11368 2,048909E-08 1,299673E-09 -4,004891E-10 1

11369 2,048909E-08 1,299673E-09 -4,034201E-10 1

11370 2,048909E-08 1,299673E-09 -4,063759E-10 1

11371 2,048909E-08 1,299674E-09 -4,093566E-10 1

11372 2,048909E-08 1,299674E-09 -4,123621E-10 1

11373 2,048909E-08 1,299674E-09 -4,153926E-10 1

11374 2,048909E-08 1,299674E-09 -4,184478E-10 1

11375 2,048909E-08 1,299675E-09 -4,21528E-10 1

11376 2,048909E-08 1,299675E-09 -4,24633E-10 1

11377 2,048909E-08 1,299675E-09 -4,277628E-10 1

11378 2,048909E-08 1,299676E-09 -4,309175E-10 1

11379 2,048909E-08 1,299676E-09 -4,34097E-10 1

11380 2,048909E-08 1,299676E-09 -4,373014E-10 1

11381 2,048909E-08 1,299677E-09 -4,405306E-10 1

11382 2,048909E-08 1,299677E-09 -4,437847E-10 1

11383 2,048909E-08 1,299677E-09 -4,470637E-10 1

11384 2,048909E-08 1,299677E-09 -4,503674E-10 1

11385 2,048909E-08 1,299678E-09 -4,53696E-10 1

11386 2,048909E-08 1,299678E-09 -4,570494E-10 1

11387 2,048909E-08 1,299678E-09 -4,604277E-10 1

11388 2,048909E-08 1,299678E-09 -4,638308E-10 1

11389 2,048909E-08 1,299679E-09 -4,672587E-10 1

11390 2,048909E-08 1,299679E-09 -4,707114E-10 1

11391 2,048909E-08 1,29968E-09 -4,74189E-10 1

11392 2,048909E-08 1,29968E-09 -4,776914E-10 1

11393 2,048909E-08 1,29968E-09 -4,812187E-10 1

11394 2,048909E-08 1,29968E-09 -4,847708E-10 1

11395 2,048909E-08 1,299681E-09 -4,883476E-10 1

11396 2,048909E-08 1,299681E-09 -4,919493E-10 1

11397 2,048909E-08 1,299681E-09 -4,955758E-10 1

11398 2,048909E-08 1,299682E-09 -4,992271E-10 1

11399 2,048909E-08 1,299682E-09 -5,029033E-10 1

11400 2,048909E-08 1,299682E-09 -5,066041E-10 1

11401 2,048909E-08 1,299683E-09 -5,103299E-10 1

11402 2,048909E-08 1,299683E-09 -5,140804E-10 1

11403 2,048909E-08 1,299683E-09 -5,178558E-10 1

11404 2,048909E-08 1,299684E-09 -5,216559E-10 1

11405 2,048909E-08 1,299684E-09 -5,254809E-10 1

11406 2,048909E-08 1,299684E-09 -5,293306E-10 1

11407 2,048909E-08 1,299684E-09 -5,332051E-10 1

11408 2,048909E-08 1,299685E-09 -5,371045E-10 1

11409 2,048909E-08 1,299685E-09 -5,410286E-10 1

11410 2,048909E-08 1,299685E-09 -5,449775E-10 1

11411 2,048909E-08 1,299686E-09 -5,489513E-10 1

11412 2,048909E-08 1,299686E-09 -5,529497E-10 1

11413 2,048909E-08 1,299686E-09 -5,56973E-10 1

11414 2,048909E-08 1,299687E-09 -5,61021E-10 1

11415 2,048909E-08 1,299687E-09 -5,650939E-10 1

11416 2,048909E-08 1,299687E-09 -5,691915E-10 1

11417 2,048909E-08 1,299688E-09 -5,733138E-10 1

11418 2,048909E-08 1,299688E-09 -5,77461E-10 1

11419 2,048909E-08 1,299688E-09 -5,81633E-10 1

11420 2,048909E-08 1,299688E-09 -5,858297E-10 1

11421 2,048909E-08 1,299689E-09 -5,900511E-10 1

11422 2,048909E-08 1,299689E-09 -5,942973E-10 1

11423 2,048909E-08 1,299689E-09 -5,985683E-10 1

11424 2,048909E-08 1,29969E-09 -6,028641E-10 1

11425 2,048909E-08 1,29969E-09 -6,071847E-10 1

11426 2,048909E-08 1,29969E-09 -6,115299E-10 1

11427 2,048909E-08 1,299691E-09 -6,159E-10 1

11428 2,048909E-08 1,299691E-09 -6,202948E-10 1

11429 2,048909E-08 1,299691E-09 -6,247143E-10 1

11430 2,048909E-08 1,299691E-09 -6,291587E-10 1

11431 2,048909E-08 1,299692E-09 -6,336277E-10 1

11432 2,048909E-08 1,299692E-09 -6,381214E-10 1

11433 2,048909E-08 1,299692E-09 -6,4264E-10 1

11434 2,048909E-08 1,299693E-09 -6,471833E-10 1

11435 2,048909E-08 1,299693E-09 -6,517513E-10 1

11436 2,048909E-08 1,299693E-09 -6,563441E-10 1

11437 2,048909E-08 1,299694E-09 -6,609616E-10 1

11438 2,048909E-08 1,299694E-09 -6,656038E-10 1

11439 2,048909E-08 1,299694E-09 -6,702708E-10 1

11440 2,048909E-08 1,299695E-09 -6,749625E-10 1

11441 2,048909E-08 1,299695E-09 -6,79679E-10 1

11442 2,048909E-08 1,299695E-09 -6,844201E-10 1

11443 2,048909E-08 1,299696E-09 -6,89186E-10 1

11444 2,048909E-08 1,299696E-09 -6,939767E-10 1

11445 2,048909E-08 1,299696E-09 -6,987919E-10 1

11446 2,048909E-08 1,299697E-09 -7,036319E-10 1

11447 2,048909E-08 1,299697E-09 -7,084968E-10 1

11448 2,048909E-08 1,299697E-09 -7,133863E-10 1

11449 2,048909E-08 1,299697E-09 -7,183005E-10 1

11450 2,048909E-08 1,299698E-09 -7,232395E-10 1

11451 2,048909E-08 1,299698E-09 -7,282031E-10 1

11452 2,048909E-08 1,299698E-09 -7,331914E-10 1

11453 2,048909E-08 1,299698E-09 -7,382044E-10 1

11454 2,048909E-08 1,299699E-09 -7,432422E-10 1

11455 2,048909E-08 1,299699E-09 -7,483046E-10 1

11456 2,048909E-08 1,2997E-09 -7,533918E-10 1

11457 2,048909E-08 1,2997E-09 -7,585036E-10 1

11458 2,048909E-08 1,2997E-09 -7,636403E-10 1

11459 2,048909E-08 1,2997E-09 -7,688015E-10 1

11460 2,048909E-08 1,299701E-09 -7,739874E-10 1

11461 2,048909E-08 1,299701E-09 -7,791981E-10 1

11462 2,048909E-08 1,299701E-09 -7,844334E-10 1

11463 2,048909E-08 1,299702E-09 -7,896934E-10 1

11464 2,048909E-08 1,299702E-09 -7,949782E-10 1

11465 2,048909E-08 1,299702E-09 -8,002876E-10 1

11466 2,048909E-08 1,299703E-09 -8,056216E-10 1

11467 2,048909E-08 1,299703E-09 -8,109804E-10 1

11468 2,048909E-08 1,299703E-09 -8,163638E-10 1

11469 2,048909E-08 1,299703E-09 -8,217719E-10 1

11470 2,048909E-08 1,299704E-09 -8,272047E-10 1

11471 2,048909E-08 1,299704E-09 -8,326622E-10 1

11472 2,048909E-08 1,299704E-09 -8,381443E-10 1

11473 2,048909E-08 1,299705E-09 -8,43651E-10 1

11474 2,048909E-08 1,299705E-09 -8,491825E-10 1

11475 2,048909E-08 1,299705E-09 -8,547387E-10 1

11476 2,048909E-08 1,299705E-09 -8,603194E-10 1

11477 2,048909E-08 1,299706E-09 -8,659249E-10 1

11478 2,048909E-08 1,299706E-09 -8,71555E-10 1

11479 2,048909E-08 1,299706E-09 -8,772097E-10 1

11480 2,048909E-08 1,299707E-09 -8,828893E-10 1

11481 2,048909E-08 1,299707E-09 -8,885933E-10 1

11482 2,048909E-08 1,299707E-09 -8,943221E-10 1

11483 2,048909E-08 1,299708E-09 -9,000755E-10 1

11484 2,048909E-08 1,299708E-09 -9,058534E-10 1

11485 2,048909E-08 1,299708E-09 -9,116561E-10 1

11486 2,048909E-08 1,299708E-09 -9,174834E-10 1

11487 2,048909E-08 1,299709E-09 -9,233353E-10 1

11488 2,048909E-08 1,299709E-09 -9,292119E-10 1

11489 2,048909E-08 1,299709E-09 -9,351131E-10 1

11490 2,048909E-08 1,29971E-09 -9,41039E-10 1

11491 2,048909E-08 1,29971E-09 -9,469896E-10 1

11492 2,048909E-08 1,29971E-09 -9,529648E-10 1

11493 2,048909E-08 1,29971E-09 -9,589645E-10 1

11494 2,048909E-08 1,299711E-09 -9,649889E-10 1

11495 2,048909E-08 1,299711E-09 -9,710379E-10 1

11496 2,048909E-08 1,299711E-09 -9,771116E-10 1

11497 2,048909E-08 1,299712E-09 -9,832098E-10 1

11498 2,048909E-08 1,299712E-09 -9,893327E-10 1

11499 2,048909E-08 1,299712E-09 -9,954803E-10 1

11500 2,048909E-08 1,299712E-09 -1,001652E-09 1

11501 2,048909E-08 1,299713E-09 -1,007849E-09 1

11502 2,048909E-08 1,299713E-09 -1,01407E-09 1

11503 2,048909E-08 1,299713E-09 -1,020316E-09 1

11504 2,048909E-08 1,299714E-09 -1,026587E-09 1

11505 2,048909E-08 1,299714E-09 -1,032882E-09 1

11506 2,048909E-08 1,299714E-09 -1,039202E-09 1

11507 2,048909E-08 1,299714E-09 -1,045546E-09 1

11508 2,048909E-08 1,299715E-09 -1,051916E-09 1

11509 2,048909E-08 1,299715E-09 -1,058309E-09 1

11510 2,048909E-08 1,299715E-09 -1,064727E-09 1

11511 2,048909E-08 1,299716E-09 -1,07117E-09 1

11512 2,048909E-08 1,299716E-09 -1,077637E-09 1

11513 2,048909E-08 1,299716E-09 -1,084129E-09 1

11514 2,048909E-08 1,299716E-09 -1,090646E-09 1

11515 2,048909E-08 1,299717E-09 -1,097187E-09 1

11516 2,048909E-08 1,299717E-09 -1,103753E-09 1

11517 2,048909E-08 1,299717E-09 -1,110343E-09 1

11518 2,048909E-08 1,299718E-09 -1,116958E-09 1

11519 2,048909E-08 1,299718E-09 -1,123598E-09 1

11520 2,048909E-08 1,299718E-09 -1,130262E-09 1

11521 2,048909E-08 1,299719E-09 -1,136951E-09 1

11522 2,048909E-08 1,299719E-09 -1,143664E-09 1

11523 2,048909E-08 1,299719E-09 -1,150402E-09 1

11524 2,048909E-08 1,299719E-09 -1,157164E-09 1

11525 2,048909E-08 1,29972E-09 -1,163951E-09 1

11526 2,048909E-08 1,29972E-09 -1,170762E-09 1

11527 2,048909E-08 1,29972E-09 -1,177598E-09 1

11528 2,048909E-08 1,299721E-09 -1,184459E-09 1

11529 2,048909E-08 1,299721E-09 -1,191344E-09 1

11530 2,048909E-08 1,299721E-09 -1,198254E-09 1

11531 2,048909E-08 1,299721E-09 -1,205074E-09 1

11532 2,048909E-08 1,299721E-09 -1,211822E-09 1

11533 2,048909E-08 1,29972E-09 -1,218504E-09 1

11534 2,048909E-08 1,29972E-09 -1,225121E-09 1

11535 2,048909E-08 1,299719E-09 -1,231674E-09 1

11536 2,048909E-08 1,299719E-09 -1,238164E-09 1

11537 2,048909E-08 1,299718E-09 -1,244591E-09 1

11538 2,048909E-08 1,299718E-09 -1,250954E-09 1

11539 2,048909E-08 1,299717E-09 -1,257254E-09 1

11540 2,048909E-08 1,299716E-09 -1,263491E-09 1

11541 2,048909E-08 1,299716E-09 -1,269665E-09 1

11542 2,048909E-08 1,299715E-09 -1,275776E-09 1

11543 2,048909E-08 1,299715E-09 -1,281823E-09 1

11544 2,048909E-08 1,299714E-09 -1,287807E-09 1

11545 2,048909E-08 1,299714E-09 -1,293728E-09 1

11546 2,048909E-08 1,299713E-09 -1,299586E-09 1

11547 2,048909E-08 1,299713E-09 -1,30538E-09 1

11548 2,048909E-08 1,299712E-09 -1,311112E-09 1

11549 2,048909E-08 1,299712E-09 -1,31678E-09 1

11550 2,048909E-08 1,299711E-09 -1,322385E-09 1

11551 2,048909E-08 1,29971E-09 -1,327927E-09 1

11552 2,048909E-08 1,29971E-09 -1,333405E-09 1

11553 2,048909E-08 1,299709E-09 -1,338821E-09 1

11554 2,048909E-08 1,299709E-09 -1,344173E-09 1

11555 2,048909E-08 1,299708E-09 -1,349463E-09 1

11556 2,048909E-08 1,299708E-09 -1,354688E-09 1

11557 2,048909E-08 1,299707E-09 -1,359852E-09 1

11558 2,048909E-08 1,299706E-09 -1,364951E-09 1

11559 2,048909E-08 1,299706E-09 -1,369988E-09 1

11560 2,048909E-08 1,299705E-09 -1,374961E-09 1

11561 2,048909E-08 1,299705E-09 -1,379872E-09 1

11562 2,048909E-08 1,299704E-09 -1,384719E-09 1

11563 2,048909E-08 1,299704E-09 -1,389503E-09 1

11564 2,048909E-08 1,299703E-09 -1,394225E-09 1

11565 2,048909E-08 1,299703E-09 -1,398882E-09 1

11566 2,048909E-08 1,299702E-09 -1,403477E-09 1

11567 2,048909E-08 1,299702E-09 -1,408009E-09 1

11568 2,048909E-08 1,299701E-09 -1,412478E-09 1

11569 2,048909E-08 1,2997E-09 -1,416884E-09 1

11570 2,048909E-08 1,2997E-09 -1,421226E-09 1

11571 2,048909E-08 1,299699E-09 -1,425506E-09 1

11572 2,048909E-08 1,299699E-09 -1,429722E-09 1

11573 2,048909E-08 1,299698E-09 -1,433876E-09 1

11574 2,048909E-08 1,299698E-09 -1,437966E-09 1

11575 2,048909E-08 1,299697E-09 -1,441993E-09 1

11576 2,048909E-08 1,299697E-09 -1,445957E-09 1

11577 2,048909E-08 1,299696E-09 -1,449858E-09 1

11578 2,048909E-08 1,299695E-09 -1,453697E-09 1

11579 2,048909E-08 1,299695E-09 -1,457472E-09 1

11580 2,048909E-08 1,299694E-09 -1,461184E-09 1

11581 2,048909E-08 1,299694E-09 -1,464833E-09 1

11582 2,048909E-08 1,299693E-09 -1,468419E-09 1

11583 2,048909E-08 1,299692E-09 -1,471836E-09 1

11584 2,048909E-08 1,299691E-09 -1,4751E-09 1

11585 2,048909E-08 1,29969E-09 -1,478217E-09 1

11586 2,048909E-08 1,299689E-09 -1,481188E-09 1

11587 2,048909E-08 1,299687E-09 -1,484014E-09 1

11588 2,048909E-08 1,299686E-09 -1,486695E-09 1

11589 2,048909E-08 1,299685E-09 -1,489232E-09 1

11590 2,048909E-08 1,299683E-09 -1,491624E-09 1

11591 2,048909E-08 1,299682E-09 -1,493872E-09 1

11592 2,048909E-08 1,29968E-09 -1,495976E-09 1

11593 2,048909E-08 1,299679E-09 -1,497935E-09 1

11594 2,048909E-08 1,299678E-09 -1,499749E-09 1

11595 2,048909E-08 1,299676E-09 -1,501419E-09 1

11596 2,048909E-08 1,299675E-09 -1,502945E-09 1

11597 2,048909E-08 1,299673E-09 -1,504326E-09 1

11598 2,048909E-08 1,299672E-09 -1,505563E-09 1

11599 2,048909E-08 1,299671E-09 -1,506656E-09 1

11600 2,048909E-08 1,299669E-09 -1,507604E-09 1

11601 2,048909E-08 1,299668E-09 -1,508408E-09 1

11602 2,048909E-08 1,299667E-09 -1,509067E-09 1

