0 1,924112E-06 1,298075E-09 -8,397331E-10 1
15290 -0,004907322 0,09217075 0,02491009 0,9954196

15291 -0,004901524 0,09247746 0,02494607 0,9953902

15292 -0,004895689 0,09278443 0,02498194 0,9953607

15293 -0,004889816 0,09309167 0,02501771 0,9953312

15294 -0,004883904 0,09339916 0,02505336 0,9953015

15295 -0,004877958 0,09370689 0,0250889 0,9952718

15296 -0,004871972 0,09401487 0,02512432 0,9952418

15297 -0,004865948 0,09432311 0,02515964 0,9952118

15298 -0,004859888 0,0946316 0,02519484 0,9951817

15299 -0,004853788 0,09494033 0,02522994 0,9951514

15300 -0,00484765 0,09524934 0,02526492 0,9951211

15301 -0,004841475 0,09555857 0,02529979 0,9950905

15302 -0,004835261 0,09586805 0,02533455 0,9950599

15303 -0,004829009 0,09617779 0,0253692 0,9950291

15304 -0,004822716 0,09648777 0,02540375 0,9949982

15305 -0,004816386 0,09679802 0,02543818 0,9949673

15306 -0,004810016 0,0971085 0,0254725 0,9949362

15307 -0,004803608 0,09741922 0,02550671 0,9949049

15308 -0,004797162 0,09773018 0,02554081 0,9948736

15309 -0,004790675 0,0980414 0,02557481 0,9948421

15310 -0,004784148 0,09835287 0,02560869 0,9948105

15311 -0,004777583 0,09866458 0,02564247 0,9947789

15312 -0,00477098 0,09897653 0,02567614 0,994747

15313 -0,004764337 0,09928872 0,0257097 0,9947151

15314 -0,004757653 0,09960116 0,02574315 0,994683

15315 -0,00475093 0,09991384 0,02577649 0,9946508

15316 -0,004744167 0,1002268 0,02580972 0,9946185

15317 -0,004737366 0,1005399 0,02584285 0,9945861

15318 -0,004730523 0,1008533 0,02587588 0,9945535

15319 -0,004723642 0,101167 0,02590879 0,9945208

15320 -0,00471672 0,1014809 0,0259416 0,9944881

15321 -0,004709759 0,101795 0,0259743 0,9944552

15322 -0,004702754 0,1021094 0,02600689 0,9944221

15323 -0,004695711 0,102424 0,02603938 0,9943889

15324 -0,004688628 0,1027388 0,02607177 0,9943556

15325 -0,004681503 0,1030539 0,02610405 0,9943221

15326 -0,004674338 0,1033693 0,02613622 0,9942887

15327 -0,004667134 0,1036848 0,02616828 0,994255

15328 -0,004659889 0,1040006 0,02620024 0,9942212

15329 -0,004652603 0,1043166 0,0262321 0,9941872

15330 -0,004645277 0,1046329 0,02626385 0,9941532

15331 -0,004637911 0,1049494 0,0262955 0,994119

15332 -0,004630503 0,1052662 0,02632704 0,9940848

15333 -0,004623054 0,1055832 0,02635848 0,9940504

15334 -0,004615564 0,1059004 0,02638982 0,9940158

15335 -0,004608035 0,1062178 0,02642105 0,9939811

15336 -0,004600465 0,1065355 0,02645218 0,9939463

15337 -0,004592854 0,1068534 0,02648321 0,9939114

15338 -0,004585201 0,1071716 0,02651413 0,9938763

15339 -0,004577507 0,10749 0,02654495 0,9938412

15340 -0,004569774 0,1078086 0,02657566 0,9938059

15341 -0,004561999 0,1081275 0,02660628 0,9937705

15342 -0,00455418 0,1084466 0,0266368 0,993735

15343 -0,004546322 0,1087659 0,02666721 0,9936993

15344 -0,004538423 0,1090855 0,02669752 0,9936634

15345 -0,004530485 0,1094052 0,02672773 0,9936275

15346 -0,004522503 0,1097252 0,02675784 0,9935914

15347 -0,004514481 0,1100455 0,02678784 0,9935552

15348 -0,004506418 0,110366 0,02681775 0,9935189

15349 -0,004498312 0,1106867 0,02684756 0,9934825

15350 -0,004490167 0,1110076 0,02687727 0,9934459

15351 -0,00448198 0,1113288 0,02690687 0,9934092

15352 -0,004473753 0,1116502 0,02693638 0,9933724

15353 -0,004465484 0,1119718 0,02696579 0,9933354

15354 -0,004457174 0,1122936 0,0269951 0,9932984

15355 -0,004448821 0,1126157 0,02702431 0,9932612

15356 -0,004440428 0,112938 0,02705342 0,9932237

15357 -0,004431997 0,1132605 0,02708244 0,9931862

15358 -0,004423522 0,1135833 0,02711135 0,9931487

15359 -0,004415005 0,1139063 0,02714017 0,9931109

15360 -0,004406447 0,1142295 0,02716889 0,9930731

15361 -0,004397848 0,1145529 0,02719751 0,9930351

15362 -0,004389211 0,1148766 0,02722603 0,9929969

15363 -0,004380531 0,1152005 0,02725446 0,9929586

15364 -0,004371808 0,1155246 0,0272828 0,9929203

15365 -0,004363045 0,1158489 0,02731103 0,9928818

15366 -0,004354242 0,1161735 0,02733918 0,9928431

15367 -0,004345398 0,1164983 0,02736722 0,9928042

15368 -0,004336513 0,1168233 0,02739517 0,9927653

15369 -0,004327585 0,1171485 0,02742303 0,9927263

15370 -0,004318619 0,117474 0,02745078 0,9926871

15371 -0,004309609 0,1177996 0,02747845 0,9926478

15372 -0,004300559 0,1181255 0,02750602 0,9926084

15373 -0,00429147 0,1184517 0,0275335 0,9925687

15374 -0,004282339 0,118778 0,02756088 0,992529

15375 -0,004273166 0,1191045 0,02758817 0,9924892

15376 -0,004263956 0,1194313 0,02761536 0,9924492

15377 -0,004254702 0,1197583 0,02764246 0,9924091

15378 -0,004245406 0,1200856 0,02766947 0,9923689

15379 -0,004236073 0,120413 0,02769639 0,9923285

15380 -0,004226696 0,1207407 0,02772321 0,9922879

15381 -0,00421728 0,1210686 0,02774994 0,9922472

15382 -0,004207825 0,1213967 0,02777658 0,9922065

15383 -0,004198328 0,121725 0,02780313 0,9921655

15384 -0,00418879 0,1220535 0,02782959 0,9921244

15385 -0,004179212 0,1223823 0,02785596 0,9920833

15386 -0,004169594 0,1227113 0,02788224 0,9920419

15387 -0,004159932 0,1230405 0,02790843 0,9920005

15388 -0,004150235 0,1233699 0,02793452 0,9919588

15389 -0,004140496 0,1236995 0,02796053 0,9919171

15390 -0,004130718 0,1240294 0,02798644 0,9918753

15391 -0,004120897 0,1243594 0,02801227 0,9918332

15392 -0,004111039 0,1246897 0,02803801 0,9917911

15393 -0,004101139 0,1250202 0,02806366 0,9917488

15394 -0,0040912 0,1253509 0,02808922 0,9917063

15395 -0,004081221 0,1256818 0,02811469 0,9916638

15396 -0,004071203 0,126013 0,02814008 0,9916211

15397 -0,004061144 0,1263443 0,02816537 0,9915782

15398 -0,004051044 0,1266759 0,02819058 0,9915352

15399 -0,004040908 0,1270077 0,0282157 0,9914922

15400 -0,004030729 0,1273396 0,02824074 0,9914488

15401 -0,004020512 0,1276719 0,0282657 0,9914055

15402 -0,004010257 0,1280043 0,02829056 0,9913619

15403 -0,003999959 0,1283369 0,02831534 0,9913183

15404 -0,003989624 0,1286698 0,02834003 0,9912745

15405 -0,003979251 0,1290028 0,02836464 0,9912305

15406 -0,003968836 0,1293361 0,02838916 0,9911864

15407 -0,003958382 0,1296696 0,02841359 0,9911422

15408 -0,003947892 0,1300033 0,02843794 0,9910979

15409 -0,003937359 0,1303372 0,02846221 0,9910533

15410 -0,003926791 0,1306714 0,0284864 0,9910087

15411 -0,003916181 0,1310057 0,02851049 0,9909638

15412 -0,003905534 0,1313403 0,02853451 0,9909189

15413 -0,003894849 0,131675 0,02855845 0,9908739

15414 -0,003884123 0,13201 0,0285823 0,9908286

15415 -0,00387336 0,1323451 0,02860607 0,9907833

15416 -0,003862558 0,1326805 0,02862975 0,9907379

15417 -0,003851718 0,1330162 0,02865336 0,9906922

15418 -0,003840841 0,133352 0,02867688 0,9906464

15419 -0,003829923 0,133688 0,02870033 0,9906004

15420 -0,003818969 0,1340242 0,02872369 0,9905543

15421 -0,003807975 0,1343607 0,02874697 0,9905081

15422 -0,003796945 0,1346973 0,02877017 0,9904618

15423 -0,003785876 0,1350342 0,02879329 0,9904153

15424 -0,00377477 0,1353712 0,02881633 0,9903686

15425 -0,003763624 0,1357085 0,02883929 0,9903219

15426 -0,003752443 0,136046 0,02886217 0,990275

15427 -0,003741222 0,1363837 0,02888498 0,9902279

15428 -0,003729964 0,1367216 0,0289077 0,9901807

15429 -0,00371867 0,1370597 0,02893034 0,9901333

15430 -0,003707337 0,137398 0,02895291 0,9900858

15431 -0,003695968 0,1377365 0,0289754 0,9900381

15432 -0,003684563 0,1380752 0,02899781 0,9899903

15433 -0,003673119 0,1384142 0,02902016 0,9899424

15434 -0,003661639 0,1387533 0,02904241 0,9898943

15435 -0,003650123 0,1390927 0,02906459 0,9898461

15436 -0,003638568 0,1394322 0,0290867 0,9897977

15437 -0,003626979 0,139772 0,02910873 0,9897491

15438 -0,003615352 0,140112 0,02913069 0,9897004

15439 -0,003603689 0,1404521 0,02915257 0,9896516

15440 -0,003591989 0,1407925 0,02917437 0,9896027

15441 -0,003580254 0,1411331 0,02919611 0,9895535

15442 -0,003568479 0,1414739 0,02921776 0,9895043

15443 -0,003556671 0,1418149 0,02923934 0,9894549

15444 -0,003544825 0,1421561 0,02926085 0,9894053

15445 -0,003532945 0,1424975 0,02928228 0,9893556

15446 -0,003521028 0,1428391 0,02930364 0,9893057

15447 -0,003509076 0,1431809 0,02932493 0,9892557

15448 -0,003497088 0,1435229 0,02934615 0,9892057

15449 -0,003485064 0,1438651 0,0293673 0,9891553

15450 -0,003473005 0,1442075 0,02938837 0,989105

15451 -0,003460912 0,1445501 0,02940937 0,9890543

15452 -0,003448783 0,144893 0,0294303 0,9890035

15453 -0,003436618 0,145236 0,02945116 0,9889527

15454 -0,003424417 0,1455792 0,02947195 0,9889017

15455 -0,003412183 0,1459227 0,02949267 0,9888505

15456 -0,003399913 0,1462663 0,02951331 0,9887991

15457 -0,003387608 0,1466102 0,02953389 0,9887476

15458 -0,00337527 0,1469542 0,0295544 0,9886959

15459 -0,003362896 0,1472984 0,02957484 0,9886441

15460 -0,003350488 0,1476429 0,02959521 0,9885923

15461 -0,003338044 0,1479875 0,02961551 0,9885401

15462 -0,003325567 0,1483323 0,02963574 0,9884878

15463 -0,003313057 0,1486774 0,02965591 0,9884354

15464 -0,003300512 0,1490227 0,02967601 0,9883829

15465 -0,003287934 0,1493681 0,02969604 0,9883302

15466 -0,003275319 0,1497137 0,02971601 0,9882773

15467 -0,003262673 0,1500596 0,02973591 0,9882243

15468 -0,003249992 0,1504056 0,02975574 0,9881712

15469 -0,003237279 0,1507519 0,0297755 0,9881178

15470 -0,00322453 0,1510983 0,02979521 0,9880644

15471 -0,00321175 0,1514449 0,02981484 0,9880107

15472 -0,003198935 0,1517918 0,02983442 0,987957

15473 -0,003186087 0,1521388 0,02985392 0,987903

15474 -0,003173207 0,1524861 0,02987336 0,9878489

15475 -0,003160293 0,1528336 0,02989274 0,9877948

15476 -0,003147347 0,1531812 0,02991205 0,9877403

15477 -0,003134368 0,153529 0,02993131 0,9876858

15478 -0,003121355 0,153877 0,02995049 0,987631

15479 -0,003108311 0,1542253 0,02996962 0,9875762

15480 -0,003095232 0,1545737 0,02998869 0,9875212

15481 -0,003082124 0,1549224 0,03000769 0,987466

15482 -0,003068982 0,1552712 0,03002662 0,9874107

15483 -0,00305581 0,1556202 0,0300455 0,9873552

15484 -0,003042604 0,1559694 0,03006431 0,9872996

15485 -0,003029367 0,1563188 0,03008307 0,9872438

15486 -0,003016098 0,1566685 0,03010176 0,9871878

15487 -0,003002797 0,1570183 0,0301204 0,9871318

15488 -0,002989462 0,1573683 0,03013897 0,9870755

15489 -0,002976098 0,1577185 0,03015748 0,987019

15490 -0,0029627 0,1580689 0,03017594 0,9869624

15491 -0,002949274 0,1584195 0,03019434 0,9869058

15492 -0,002935817 0,1587703 0,03021268 0,9868488

15493 -0,002922326 0,1591213 0,03023096 0,9867918

15494 -0,002908804 0,1594725 0,03024918 0,9867346

15495 -0,002895253 0,1598238 0,03026734 0,9866772

15496 -0,00288167 0,1601754 0,03028545 0,9866197

15497 -0,002868057 0,1605272 0,0303035 0,986562

15498 -0,002854413 0,1608792 0,03032149 0,9865041

15499 -0,002840739 0,1612313 0,03033943 0,9864461

15500 -0,002827033 0,1615837 0,03035731 0,986388

15501 -0,002813299 0,1619362 0,03037513 0,9863296

15502 -0,002799534 0,162289 0,0303929 0,9862711

15503 -0,002785737 0,1626419 0,03041062 0,9862125

15504 -0,002771914 0,162995 0,03042828 0,9861537

15505 -0,002758057 0,1633484 0,03044588 0,9860948

15506 -0,002744171 0,1637019 0,03046343 0,9860356

15507 -0,002730256 0,1640556 0,03048093 0,9859763

15508 -0,00271631 0,1644095 0,03049837 0,9859169

15509 -0,002702336 0,1647636 0,03051576 0,9858572

15510 -0,002688331 0,1651179 0,0305331 0,9857975

15511 -0,002674298 0,1654724 0,03055038 0,9857376

15512 -0,002660234 0,1658271 0,03056761 0,9856774

15513 -0,002646142 0,166182 0,03058479 0,9856172

15514 -0,002632021 0,166537 0,03060192 0,9855567

15515 -0,002617871 0,1668923 0,030619 0,9854962

15516 -0,002603691 0,1672478 0,03063602 0,9854354

15517 -0,002589484 0,1676034 0,030653 0,9853745

15518 -0,002575248 0,1679593 0,03066993 0,9853134

15519 -0,002560984 0,1683153 0,0306868 0,9852521

15520 -0,00254669 0,1686715 0,03070363 0,9851907

15521 -0,002532368 0,1690279 0,03072041 0,9851292

15522 -0,002518018 0,1693845 0,03073713 0,9850674

15523 -0,002503641 0,1697413 0,03075381 0,9850056

15524 -0,002489236 0,1700983 0,03077044 0,9849434

15525 -0,002474801 0,1704555 0,03078702 0,9848812

15526 -0,002460338 0,1708129 0,03080355 0,9848188

15527 -0,002445847 0,1711705 0,03082005 0,9847563

15528 -0,002431331 0,1715282 0,03083648 0,9846935

15529 -0,002416787 0,1718861 0,03085287 0,9846306

15530 -0,002402213 0,1722443 0,03086922 0,9845676

15531 -0,002387611 0,1726026 0,03088552 0,9845043

15532 -0,002372983 0,1729611 0,03090177 0,984441

15533 -0,002358328 0,1733198 0,03091798 0,9843773

15534 -0,002343646 0,1736787 0,03093414 0,9843136

15535 -0,002328938 0,1740378 0,03095026 0,9842497

15536 -0,002314201 0,1743971 0,03096633 0,9841856

15537 -0,002299437 0,1747566 0,03098236 0,9841214

15538 -0,002284647 0,1751162 0,03099835 0,9840571

15539 -0,002269832 0,1754761 0,03101429 0,9839925

15540 -0,002254989 0,1758361 0,03103019 0,9839277

15541 -0,002240118 0,1761963 0,03104604 0,9838628

15542 -0,002225222 0,1765568 0,03106185 0,9837977

15543 -0,002210298 0,1769174 0,03107762 0,9837325

15544 -0,00219535 0,1772782 0,03109335 0,9836671

15545 -0,002180374 0,1776391 0,03110904 0,9836015

15546 -0,002165374 0,1780003 0,03112468 0,9835356

15547 -0,002150347 0,1783617 0,03114029 0,9834698

15548 -0,002135293 0,1787232 0,03115585 0,9834037

15549 -0,002120213 0,1790849 0,03117137 0,9833375

15550 -0,002105107 0,1794469 0,03118685 0,9832711

15551 -0,002089976 0,179809 0,03120229 0,9832044

15552 -0,002074819 0,1801713 0,03121769 0,9831377

15553 -0,002059638 0,1805338 0,03123305 0,9830706

15554 -0,002044433 0,1808964 0,03124838 0,9830035

15555 -0,002029198 0,1812593 0,03126366 0,9829362

15556 -0,00201394 0,1816223 0,0312789 0,9828687

15557 -0,001998657 0,1819856 0,03129411 0,9828011

15558 -0,001983348 0,182349 0,03130928 0,9827333

15559 -0,001968014 0,1827126 0,03132442 0,9826653

15560 -0,001952655 0,1830764 0,03133952 0,9825971

15561 -0,001937272 0,1834404 0,03135457 0,9825287

15562 -0,001921862 0,1838046 0,03136959 0,9824603

15563 -0,00190643 0,1841689 0,03138458 0,9823916

15564 -0,001890973 0,1845335 0,03139953 0,9823228

15565 -0,001875491 0,1848982 0,03141445 0,9822537

15566 -0,001859983 0,1852631 0,03142932 0,9821845

15567 -0,001844451 0,1856282 0,03144416 0,9821151

15568 -0,001828896 0,1859935 0,03145897 0,9820456

15569 -0,001813316 0,186359 0,03147375 0,9819759

15570 -0,00179771 0,1867246 0,03148849 0,9819059

15571 -0,001782082 0,1870905 0,03150319 0,9818358

15572 -0,001766431 0,1874565 0,03151787 0,9817656

15573 -0,001750754 0,1878227 0,03153251 0,9816951

15574 -0,001735053 0,1881891 0,03154711 0,9816245

15575 -0,001719329 0,1885557 0,03156169 0,9815537

15576 -0,001703581 0,1889225 0,03157623 0,9814827

15577 -0,001687809 0,1892895 0,03159074 0,9814116

15578 -0,001672013 0,1896566 0,03160522 0,9813403

15579 -0,001656194 0,1900239 0,03161967 0,9812688

15580 -0,00164035 0,1903914 0,03163408 0,9811971

15581 -0,001624484 0,1907591 0,03164847 0,9811252

15582 -0,001608594 0,191127 0,03166283 0,9810532

15583 -0,001592682 0,191495 0,03167715 0,980981

15584 -0,001576744 0,1918633 0,03169145 0,9809086

15585 -0,001560786 0,1922317 0,03170571 0,980836

15586 -0,001544801 0,1926003 0,03171995 0,9807633

15587 -0,001528795 0,1929691 0,03173415 0,9806904

15588 -0,001512768 0,1933381 0,03174833 0,9806172

15589 -0,001496716 0,1937073 0,03176248 0,9805439

15590 -0,001480641 0,1940766 0,03177661 0,9804704

15591 -0,001464543 0,1944462 0,0317907 0,9803969

15592 -0,001448423 0,1948159 0,03180477 0,980323

15593 -0,001432278 0,1951858 0,03181881 0,980249

15594 -0,001416113 0,1955559 0,03183282 0,9801748

15595 -0,001399926 0,1959261 0,03184681 0,9801004

15596 -0,001383714 0,1962966 0,03186077 0,9800258

15597 -0,001367746 0,1966669 0,03187412 0,9799513

15598 -0,0013522 0,1970366 0,03188638 0,9798766

15599 -0,001337201 0,1974055 0,0318971 0,979802

15600 -0,001322818 0,1977734 0,03190598 0,9797276

15601 -0,001309077 0,19814 0,03191279 0,9796532

15602 -0,001295993 0,1985052 0,03191739 0,9795792

15603 -0,00128357 0,1988689 0,0319197 0,9795053

15604 -0,001271801 0,1992311 0,03191965 0,9794317

15605 -0,00126068 0,1995916 0,03191721 0,9793584

15606 -0,001250201 0,1999505 0,03191236 0,9792854

15607 -0,001240345 0,2003075 0,03190514 0,9792127

15608 -0,001231097 0,2006628 0,03189555 0,9791402

15609 -0,001222445 0,2010163 0,03188363 0,9790681

15610 -0,001214374 0,201368 0,03186942 0,9789964

15611 -0,001206878 0,2017178 0,03185293 0,9789249

15612 -0,001199947 0,2020657 0,0318342 0,9788538

15613 -0,001193572 0,2024118 0,03181328 0,9787829

15614 -0,001187745 0,2027559 0,03179019 0,9787124

15615 -0,001182461 0,2030981 0,03176497 0,9786423

15616 -0,00117771 0,2034385 0,03173766 0,9785725

15617 -0,001173492 0,2037768 0,03170828 0,9785031

15618 -0,001169796 0,2041132 0,03167688 0,978434

15619 -0,001166616 0,2044476 0,0316435 0,9783652

15620 -0,001163945 0,2047801 0,03160818 0,9782968

15621 -0,001161772 0,2051106 0,03157096 0,9782287

15622 -0,001160091 0,2054392 0,03153189 0,9781612

15623 -0,001158896 0,2057657 0,03149099 0,9780938

15624 -0,001158174 0,2060902 0,03144832 0,9780268

15625 -0,001157922 0,2064128 0,03140392 0,9779603

15626 -0,001158131 0,2067333 0,03135782 0,9778941

15627 -0,001158795 0,2070519 0,03131006 0,9778281

15628 -0,001159905 0,2073685 0,03126069 0,9777626

15629 -0,001161456 0,207683 0,03120974 0,9776975

15630 -0,001163441 0,2079956 0,03115724 0,9776327

15631 -0,00116585 0,2083062 0,03110324 0,9775683

15632 -0,001168681 0,2086148 0,03104776 0,9775043

15633 -0,001171927 0,2089213 0,03099085 0,9774406

15634 -0,001175579 0,2092259 0,03093254 0,9773774

15635 -0,001179633 0,2095285 0,03087286 0,9773144

15636 -0,001184086 0,2098291 0,03081185 0,9772518

15637 -0,001188929 0,2101277 0,03074954 0,9771895

15638 -0,001194156 0,2104243 0,03068596 0,9771277

15639 -0,001199762 0,2107189 0,03062114 0,9770663

15640 -0,001205742 0,2110116 0,03055512 0,9770052

15641 -0,001212088 0,2113023 0,03048793 0,9769444

15642 -0,001218789 0,211591 0,0304196 0,976884

15643 -0,001225845 0,2118777 0,03035018 0,9768241

15644 -0,001233241 0,2121625 0,03027969 0,9767644

15645 -0,001240975 0,2124454 0,03020815 0,9767052

15646 -0,00124904 0,2127263 0,03013561 0,9766462

15647 -0,001257428 0,2130053 0,0300621 0,9765877

15648 -0,001266131 0,2132824 0,02998764 0,9765295

15649 -0,001275147 0,2135576 0,02991226 0,9764716

15650 -0,001284463 0,2138309 0,029836 0,9764141

15651 -0,001294077 0,2141023 0,02975887 0,976357

15652 -0,001303984 0,2143718 0,02968092 0,9763002

15653 -0,001314174 0,2146395 0,02960215 0,9762437

15654 -0,001324645 0,2149054 0,02952261 0,9761878

15655 -0,001335389 0,2151693 0,02944232 0,9761319

15656 -0,001346399 0,2154315 0,0293613 0,9760765

15657 -0,001357672 0,2156918 0,02927957 0,9760215

15658 -0,001369201 0,2159504 0,02919716 0,9759668

15659 -0,001380981 0,2162071 0,02911409 0,9759125

15660 -0,001393007 0,2164621 0,02903039 0,9758584

15661 -0,001405275 0,2167153 0,02894608 0,9758046

15662 -0,001417776 0,2169667 0,02886117 0,9757512

15663 -0,001430509 0,2172164 0,02877569 0,9756982

15664 -0,001443467 0,2174643 0,02868966 0,9756455

15665 -0,001456506 0,217711 0,02860385 0,975593

15666 -0,001469477 0,2179569 0,02851879 0,9755405

15667 -0,001482253 0,2182023 0,02843485 0,9754881

15668 -0,001494715 0,2184474 0,02835231 0,9754356

15669 -0,001506766 0,2186925 0,02827138 0,9753831

15670 -0,001518317 0,2189376 0,02819222 0,9753304

15671 -0,001529303 0,2191828 0,02811494 0,9752775

15672 -0,00153967 0,2194282 0,0280396 0,9752244

15673 -0,001549382 0,219674 0,02796625 0,9751711

15674 -0,001558409 0,2199202 0,02789492 0,9751177

15675 -0,001566734 0,2201667 0,0278256 0,9750641

15676 -0,001574345 0,2204137 0,02775828 0,9750102

15677 -0,001581241 0,2206612 0,02769295 0,974956

15678 -0,001587419 0,2209093 0,02762958 0,9749017

15679 -0,001592882 0,2211578 0,02756815 0,974847

15680 -0,001597635 0,221407 0,02750861 0,9747921

15681 -0,001601692 0,2216567 0,02745095 0,974737

15682 -0,001605054 0,2219069 0,02739511 0,9746817

15683 -0,001607739 0,2221578 0,02734107 0,9746259

