0 1,060008E-05 1,151933E-08 2,176664E-10 1
36613 -0,003264681 0,1154851 0,04981465 0,9920541

36632 -0,003264652 0,1154848 0,04981485 0,9920541

36651 -0,003264666 0,1154847 0,04981536 0,9920541

36670 -0,003264499 0,1154851 0,04981447 0,9920541

36689 -0,003264523 0,1154848 0,04981463 0,9920541

36708 -0,003264524 0,1154846 0,04981521 0,9920541

36727 -0,003264466 0,1154845 0,04981593 0,9920541

36746 -0,003264278 0,115485 0,04981506 0,9920541

36765 -0,003264226 0,1154847 0,04981517 0,9920541

36784 -0,003264206 0,1154845 0,04981565 0,9920541

36803 -0,003263972 0,115485 0,04981478 0,9920541

36822 -0,00326392 0,1154847 0,04981494 0,9920541

36841 -0,003263948 0,1154845 0,04981546 0,9920541

36860 -0,003263815 0,115485 0,04981456 0,9920541

36879 -0,003263833 0,1154847 0,04981475 0,9920541

36898 -0,003263898 0,1154845 0,04981531 0,9920541

36917 -0,003263771 0,1154849 0,0498145 0,9920541

36936 -0,003263853 0,1154847 0,04981469 0,9920541

36955 -0,003263979 0,1154845 0,04981528 0,9920541

36974 -0,003263826 0,115485 0,04981447 0,9920541

36993 -0,003263912 0,1154847 0,04981462 0,9920541

37012 -0,003264027 0,1154845 0,04981522 0,9920541

37031 -0,003264002 0,115485 0,04981442 0,9920541

37050 -0,003264067 0,1154847 0,04981471 0,9920541

37069 -0,003264224 0,1154845 0,04981526 0,9920541

37088 -0,003264062 0,115485 0,04981446 0,9920541

37107 -0,003264134 0,1154847 0,04981464 0,9920541

37126 -0,00326424 0,1154845 0,04981523 0,9920541

37145 -0,003264155 0,115485 0,04981447 0,9920541

37164 -0,003264152 0,1154847 0,04981468 0,9920541

37183 -0,003264241 0,1154845 0,04981524 0,9920541

37202 -0,003264109 0,115485 0,04981443 0,9920541

37221 -0,00326412 0,1154847 0,04981468 0,9920541

37240 -0,003264202 0,1154845 0,04981522 0,9920541

37259 -0,003264037 0,115485 0,04981438 0,9920541

37278 -0,003264151 0,1154847 0,0498146 0,9920541

37297 -0,003264179 0,1154845 0,0498152 0,9920541

37316 -0,003264142 0,115485 0,0498144 0,9920541

37335 -0,003264264 0,1154847 0,04981465 0,9920541

37354 -0,003264325 0,1154846 0,04981531 0,9920541

37373 -0,003264276 0,115485 0,04981449 0,9920541

37392 -0,003264353 0,1154848 0,04981469 0,9920541

37411 -0,003264429 0,1154846 0,04981526 0,9920541

37430 -0,003264282 0,115485 0,04981447 0,9920541

37449 -0,003264347 0,1154848 0,04981465 0,9920541

37468 -0,003264416 0,1154846 0,04981522 0,9920541

37487 -0,003264264 0,115485 0,04981442 0,9920541

37506 -0,003264305 0,1154848 0,04981456 0,9920541

37525 -0,003264345 0,1154846 0,04981511 0,9920541

37544 -0,00326424 0,115485 0,04981428 0,9920541

37563 -0,00326452 0,1154847 0,04981473 0,9920541

37582 -0,003264625 0,1154846 0,04981542 0,9920541

37601 -0,003264497 0,1154851 0,04981465 0,9920541

37620 -0,003264543 0,1154848 0,04981479 0,9920541

37639 -0,003264622 0,1154846 0,04981532 0,9920541

37658 -0,00326445 0,1154851 0,04981454 0,9920541

37677 -0,003264449 0,1154848 0,04981477 0,9920541

37696 -0,003264578 0,1154846 0,04981534 0,9920541

37715 -0,00326445 0,1154851 0,04981449 0,9920541

37734 -0,003264443 0,1154848 0,04981471 0,9920541

37753 -0,003264521 0,1154846 0,04981524 0,9920541

37772 -0,003264325 0,1154851 0,04981442 0,9920541

37791 -0,003264303 0,1154848 0,04981459 0,9920541

37810 -0,003264382 0,1154846 0,04981517 0,9920541

37829 -0,003264235 0,1154851 0,04981438 0,9920541

37848 -0,003264316 0,1154848 0,04981456 0,9920541

37867 -0,003264413 0,1154846 0,04981516 0,9920541

37886 -0,003264279 0,1154851 0,04981437 0,9920541

37905 -0,003264386 0,1154848 0,04981461 0,9920541

37924 -0,003264466 0,1154846 0,04981525 0,9920541

37943 -0,003264416 0,1154851 0,04981442 0,9920541

37962 -0,00326443 0,1154848 0,04981467 0,9920541

37981 -0,003264559 0,1154846 0,04981524 0,9920541

38000 -0,003264466 0,1154851 0,04981444 0,9920541

38019 -0,003264442 0,1154848 0,04981465 0,9920541

38038 -0,003264514 0,1154846 0,04981519 0,9920541

38057 -0,003264417 0,1154845 0,04981589 0,9920541

38076 -0,0032642 0,115485 0,04981509 0,9920541

38095 -0,003264213 0,1154847 0,04981523 0,9920541

38114 -0,003264171 0,1154845 0,04981576 0,9920541

38133 -0,003263923 0,115485 0,04981487 0,9920541

38152 -0,00326392 0,1154847 0,04981497 0,9920541

38171 -0,003263912 0,1154845 0,04981552 0,9920541

38190 -0,003263791 0,115485 0,0498146 0,9920541

38209 -0,00326384 0,1154847 0,04981483 0,9920541

38228 -0,003263856 0,1154845 0,04981545 0,9920541

38247 -0,003263773 0,115485 0,04981454 0,9920541

38266 -0,00326385 0,1154847 0,04981471 0,9920541

38285 -0,003263922 0,1154845 0,04981529 0,9920541

38304 -0,003263791 0,115485 0,04981447 0,9920541

38323 -0,003263879 0,1154847 0,04981465 0,9920541

38342 -0,003263934 0,1154845 0,0498153 0,9920541

38361 -0,003263891 0,115485 0,04981446 0,9920541

38380 -0,003263987 0,1154847 0,04981466 0,9920541

38399 -0,003264038 0,1154845 0,04981531 0,9920541

38418 -0,003264004 0,115485 0,04981446 0,9920541

38437 -0,003264027 0,1154847 0,0498147 0,9920541

38456 -0,003264104 0,1154845 0,04981527 0,9920541

38475 -0,003263989 0,115485 0,04981445 0,9920541

38494 -0,003264077 0,1154847 0,04981463 0,9920541

38513 -0,003264131 0,1154845 0,04981529 0,9920541

38532 -0,003264082 0,115485 0,04981446 0,9920541

38551 -0,003264125 0,1154847 0,04981465 0,9920541

38570 -0,003264229 0,1154845 0,04981523 0,9920541

38589 -0,003264066 0,115485 0,0498144 0,9920541

38608 -0,003264136 0,1154847 0,04981459 0,9920541

38627 -0,003264244 0,1154845 0,04981517 0,9920541

38646 -0,003264121 0,115485 0,04981438 0,9920541

38665 -0,003264137 0,1154847 0,04981463 0,9920541

38684 -0,003264262 0,1154846 0,04981522 0,9920541

38703 -0,003264164 0,115485 0,04981436 0,9920541

38722 -0,003264181 0,1154848 0,0498146 0,9920541

38741 -0,003264242 0,1154846 0,04981522 0,9920541

38760 -0,003264185 0,115485 0,04981439 0,9920541

38779 -0,003264271 0,1154848 0,04981459 0,9920541

38798 -0,003264319 0,1154846 0,04981522 0,9920541

38817 -0,003264251 0,115485 0,0498144 0,9920541

38836 -0,003264368 0,1154848 0,04981461 0,9920541

38855 -0,003264429 0,1154846 0,04981528 0,9920541

38874 -0,003264369 0,1154851 0,04981444 0,9920541

38893 -0,003264409 0,1154848 0,04981463 0,9920541

38912 -0,003264505 0,1154846 0,04981522 0,9920541

38931 -0,00326435 0,1154851 0,04981445 0,9920541

38950 -0,003264417 0,1154848 0,04981465 0,9920541

38969 -0,003264495 0,1154846 0,04981519 0,9920541

38988 -0,003264368 0,1154851 0,04981444 0,9920541

39007 -0,003264412 0,1154848 0,04981463 0,9920541

39026 -0,003264514 0,1154846 0,0498152 0,9920541

39045 -0,003264323 0,1154851 0,04981439 0,9920541

39064 -0,003264328 0,1154848 0,0498146 0,9920541

39083 -0,003264406 0,1154846 0,04981514 0,9920541

39102 -0,003264366 0,1154845 0,04981586 0,9920541

39121 -0,003264187 0,115485 0,04981502 0,9920541

39140 -0,003264143 0,1154847 0,04981515 0,9920541

39159 -0,003264168 0,1154845 0,04981565 0,9920541

39178 -0,003263947 0,115485 0,04981479 0,9920541

39197 -0,00326393 0,1154847 0,04981488 0,9920541

39216 -0,003263879 0,1154845 0,04981546 0,9920541

39235 -0,003263753 0,1154849 0,04981453 0,9920541

39254 -0,003263765 0,1154847 0,04981474 0,9920541

39273 -0,003263788 0,1154845 0,04981532 0,9920541

39292 -0,003263724 0,1154849 0,04981445 0,9920541

39311 -0,003263809 0,1154847 0,04981465 0,9920541

39330 -0,003263922 0,1154845 0,04981526 0,9920541

39349 -0,003263816 0,1154849 0,04981445 0,9920541

39368 -0,003263877 0,1154847 0,04981472 0,9920541

39387 -0,003263911 0,1154845 0,04981536 0,9920541

39406 -0,003263883 0,115485 0,0498145 0,9920541

39425 -0,003263971 0,1154847 0,04981471 0,9920541

39444 -0,003263992 0,1154845 0,04981532 0,9920541

39463 -0,003263939 0,115485 0,04981445 0,9920541

39482 -0,003263982 0,1154847 0,04981462 0,9920541

39501 -0,003264044 0,1154845 0,04981518 0,9920541

39520 -0,003264003 0,115485 0,04981434 0,9920541

39539 -0,00326433 0,1154847 0,04981485 0,9920541

39558 -0,003264439 0,1154845 0,04981552 0,9920541

39577 -0,003264315 0,115485 0,04981473 0,9920541

39596 -0,003264396 0,1154847 0,04981494 0,9920541

39615 -0,003264493 0,1154845 0,04981549 0,9920541

39634 -0,003264407 0,115485 0,04981464 0,9920541

39653 -0,00326439 0,1154847 0,04981483 0,9920541

39672 -0,003264458 0,1154845 0,04981535 0,9920541

39691 -0,003264295 0,115485 0,04981456 0,9920541

39710 -0,00326434 0,1154847 0,04981471 0,9920541

39729 -0,00326437 0,1154845 0,04981527 0,9920541

39748 -0,003264279 0,115485 0,04981441 0,9920541

39767 -0,003264328 0,1154847 0,04981466 0,9920541

39786 -0,003264316 0,1154846 0,04981525 0,9920541

39805 -0,00326417 0,115485 0,04981445 0,9920541

39824 -0,003264247 0,1154847 0,04981463 0,9920541

39843 -0,003264352 0,1154845 0,04981521 0,9920541

39862 -0,003264261 0,115485 0,04981447 0,9920541

39881 -0,003264246 0,1154847 0,04981469 0,9920541

39900 -0,003264317 0,1154846 0,04981522 0,9920541

39919 -0,003264189 0,115485 0,04981443 0,9920541

39938 -0,00326424 0,1154848 0,04981459 0,9920541

39957 -0,003264333 0,1154846 0,04981517 0,9920541

39976 -0,003264192 0,115485 0,0498144 0,9920541

39995 -0,003264217 0,1154848 0,04981463 0,9920541

40014 -0,003264337 0,1154846 0,04981521 0,9920541

40033 -0,003264228 0,1154851 0,04981435 0,9920541

40052 -0,003264544 0,1154847 0,04981483 0,9920541

40071 -0,003264626 0,1154846 0,04981549 0,9920541

40090 -0,003264551 0,1154851 0,04981464 0,9920541

40109 -0,003264522 0,1154848 0,04981484 0,9920541

40128 -0,003264602 0,1154846 0,04981536 0,9920541

40147 -0,003264453 0,1154851 0,04981451 0,9920541

40166 -0,00326445 0,1154848 0,04981471 0,9920541

40185 -0,003264515 0,1154846 0,04981524 0,9920541

40204 -0,003264315 0,1154851 0,04981441 0,9920541

40223 -0,003264321 0,1154848 0,04981462 0,9920541

40242 -0,003264412 0,1154846 0,04981521 0,9920541

40261 -0,003264236 0,1154851 0,04981439 0,9920541

40280 -0,003264255 0,1154848 0,04981462 0,9920541

40299 -0,00326431 0,1154846 0,04981523 0,9920541

40318 -0,003264209 0,1154851 0,04981438 0,9920541

40337 -0,003264261 0,1154848 0,04981464 0,9920541

40356 -0,003264329 0,1154846 0,04981528 0,9920541

40375 -0,003264233 0,1154851 0,04981441 0,9920541

40394 -0,003264216 0,1154848 0,0498146 0,9920541

40413 -0,003264318 0,1154846 0,04981516 0,9920541

40432 -0,003264301 0,1154845 0,0498159 0,9920541

40451 -0,003264072 0,115485 0,0498151 0,9920541

40470 -0,003264089 0,1154847 0,04981522 0,9920541

40489 -0,003263994 0,1154845 0,04981568 0,9920541

40508 -0,003263843 0,115485 0,04981478 0,9920541

40527 -0,003263898 0,1154847 0,04981491 0,9920541

40546 -0,003263938 0,1154845 0,04981546 0,9920541

40565 -0,003263792 0,1154849 0,04981466 0,9920541

40584 -0,00326384 0,1154847 0,04981481 0,9920541

40603 -0,003263895 0,1154845 0,04981536 0,9920541

40622 -0,003263752 0,1154849 0,04981453 0,9920541

40641 -0,003263826 0,1154847 0,04981472 0,9920541

40660 -0,003263942 0,1154845 0,04981532 0,9920541

40679 -0,003263845 0,115485 0,04981447 0,9920541

40698 -0,003263823 0,1154847 0,04981465 0,9920541

40717 -0,003263925 0,1154845 0,04981523 0,9920541

40736 -0,00326386 0,115485 0,04981446 0,9920541

40755 -0,003263908 0,1154847 0,04981471 0,9920541

40774 -0,003263948 0,1154845 0,04981532 0,9920541

40793 -0,003263908 0,115485 0,04981446 0,9920541

40812 -0,003263907 0,1154847 0,04981467 0,9920541

40831 -0,003264016 0,1154845 0,04981524 0,9920541

40850 -0,003263923 0,115485 0,04981437 0,9920541

40869 -0,003264241 0,1154846 0,04981484 0,9920541

40888 -0,003264409 0,1154845 0,04981558 0,9920541

40907 -0,003264314 0,115485 0,04981475 0,9920541

40926 -0,003264349 0,1154847 0,04981497 0,9920541

40945 -0,003264382 0,1154845 0,04981557 0,9920541

40964 -0,00326424 0,115485 0,04981466 0,9920541

40983 -0,00326427 0,1154847 0,04981478 0,9920541

41002 -0,003264306 0,1154845 0,04981529 0,9920541

41021 -0,003264136 0,115485 0,0498145 0,9920541

41040 -0,003264157 0,1154847 0,04981472 0,9920541

41059 -0,00326424 0,1154845 0,04981527 0,9920541

41078 -0,003264104 0,115485 0,04981446 0,9920541

41097 -0,003264113 0,1154847 0,0498147 0,9920541

41116 -0,003264232 0,1154845 0,04981527 0,9920541

41135 -0,00326417 0,115485 0,04981445 0,9920541

41154 -0,003264257 0,1154847 0,04981465 0,9920541

41173 -0,003264327 0,1154845 0,0498152 0,9920541

41192 -0,003264215 0,115485 0,04981447 0,9920541

41211 -0,003264242 0,1154847 0,04981469 0,9920541

41230 -0,003264323 0,1154845 0,04981524 0,9920541

41249 -0,003264203 0,115485 0,04981444 0,9920541

41268 -0,003264292 0,1154847 0,04981462 0,9920541

41287 -0,003264308 0,1154846 0,04981523 0,9920541

41306 -0,003264182 0,115485 0,04981437 0,9920541

41325 -0,003264292 0,1154847 0,04981458 0,9920541

41344 -0,003264305 0,1154846 0,04981519 0,9920541

41363 -0,003264215 0,115485 0,04981437 0,9920541

41382 -0,003264274 0,1154847 0,04981463 0,9920541

41401 -0,003264334 0,1154846 0,04981528 0,9920541

41420 -0,003264284 0,115485 0,04981445 0,9920541

41439 -0,003264362 0,1154848 0,04981465 0,9920541

41458 -0,003264477 0,1154846 0,04981525 0,9920541

41477 -0,003264369 0,115485 0,04981438 0,9920541

41496 -0,003264389 0,1154848 0,0498146 0,9920541

41515 -0,003264424 0,1154846 0,04981524 0,9920541

41534 -0,003264347 0,115485 0,04981441 0,9920541

41553 -0,003264353 0,1154848 0,04981467 0,9920541

41572 -0,003264436 0,1154846 0,04981523 0,9920541

41591 -0,003264254 0,1154851 0,04981439 0,9920541

41610 -0,003264272 0,1154848 0,04981461 0,9920541

41629 -0,003264323 0,1154846 0,04981523 0,9920541

41648 -0,00326426 0,1154851 0,04981439 0,9920541

41667 -0,003264342 0,1154848 0,04981456 0,9920541

41686 -0,003264405 0,1154846 0,04981514 0,9920541

41705 -0,003264256 0,1154851 0,04981435 0,9920541

41724 -0,00326464 0,1154848 0,04981479 0,9920541

41743 -0,003264788 0,1154846 0,04981553 0,9920541

41762 -0,003264723 0,1154851 0,04981473 0,9920541

41781 -0,003264721 0,1154848 0,04981486 0,9920541

41800 -0,003264678 0,1154846 0,04981542 0,9920541

41819 -0,003264528 0,1154851 0,04981452 0,9920541

41838 -0,003264495 0,1154848 0,04981473 0,9920541

41857 -0,003264542 0,1154846 0,04981527 0,9920541

41876 -0,003264403 0,1154851 0,04981439 0,9920541

41895 -0,003264352 0,1154848 0,04981457 0,9920541

41914 -0,003264469 0,1154846 0,04981509 0,9920541

41933 -0,003264457 0,1154845 0,04981585 0,9920541

41952 -0,003264323 0,115485 0,04981504 0,9920541

41971 -0,003264281 0,1154847 0,04981525 0,9920541

41990 -0,003264274 0,1154845 0,04981576 0,9920541

42009 -0,003264131 0,115485 0,04981479 0,9920541

42028 -0,003264043 0,1154847 0,04981497 0,9920541

42047 -0,003264015 0,1154845 0,04981553 0,9920541

42066 -0,003263882 0,115485 0,04981462 0,9920541

42085 -0,003263855 0,1154847 0,04981479 0,9920541

42104 -0,003263906 0,1154845 0,04981532 0,9920541

42123 -0,003263731 0,115485 0,04981448 0,9920541

42142 -0,003263762 0,1154847 0,0498146 0,9920541

42161 -0,003263808 0,1154845 0,04981515 0,9920541

42180 -0,003263724 0,115485 0,0498143 0,9920541

42199 -0,003264048 0,1154846 0,04981478 0,9920541

42218 -0,003264189 0,1154845 0,04981547 0,9920541

42237 -0,003264145 0,115485 0,04981465 0,9920541

42256 -0,003264178 0,1154847 0,04981491 0,9920541

42275 -0,003264285 0,1154845 0,04981545 0,9920541

42294 -0,003264215 0,115485 0,04981462 0,9920541

42313 -0,003264255 0,1154847 0,04981478 0,9920541

42332 -0,003264344 0,1154845 0,04981534 0,9920541

42351 -0,003264202 0,115485 0,04981455 0,9920541

42370 -0,003264282 0,1154847 0,04981473 0,9920541

42389 -0,003264297 0,1154845 0,04981533 0,9920541

42408 -0,003264227 0,115485 0,04981443 0,9920541

42427 -0,00326419 0,1154847 0,04981463 0,9920541

42446 -0,003264228 0,1154846 0,04981516 0,9920541

42465 -0,00326412 0,115485 0,04981432 0,9920541

42484 -0,003264425 0,1154847 0,04981481 0,9920541

42503 -0,003264548 0,1154845 0,04981551 0,9920541

42522 -0,003264472 0,115485 0,04981468 0,9920541

42541 -0,003264516 0,1154848 0,04981483 0,9920541

42560 -0,003264556 0,1154846 0,04981533 0,9920541

42579 -0,00326445 0,115485 0,04981447 0,9920541

42598 -0,003264448 0,1154848 0,04981469 0,9920541

42617 -0,003264497 0,1154846 0,04981524 0,9920541

42636 -0,003264337 0,115485 0,04981446 0,9920541

42655 -0,003264377 0,1154848 0,04981459 0,9920541

42674 -0,003264442 0,1154846 0,04981518 0,9920541

42693 -0,003264346 0,115485 0,04981434 0,9920541

42712 -0,003264396 0,1154847 0,04981462 0,9920541

42731 -0,003264466 0,1154846 0,04981526 0,9920541

42750 -0,00326441 0,115485 0,04981444 0,9920541

42769 -0,003264426 0,1154848 0,04981469 0,9920541

42788 -0,003264505 0,1154846 0,04981523 0,9920541

42807 -0,003264365 0,115485 0,04981443 0,9920541

42826 -0,003264396 0,1154848 0,04981462 0,9920541

42845 -0,003264425 0,1154846 0,04981524 0,9920541

42864 -0,003264348 0,115485 0,04981439 0,9920541

42883 -0,003264351 0,1154848 0,04981465 0,9920541

42902 -0,003264431 0,1154846 0,0498152 0,9920541

42921 -0,003264288 0,1154851 0,04981439 0,9920541

42940 -0,003264396 0,1154848 0,04981461 0,9920541

42959 -0,00326446 0,1154846 0,04981525 0,9920541

42978 -0,003264411 0,1154851 0,04981442 0,9920541

42997 -0,003264431 0,1154848 0,04981468 0,9920541

43016 -0,003264559 0,1154846 0,04981525 0,9920541

43035 -0,003264465 0,1154851 0,04981445 0,9920541

43054 -0,003264478 0,1154848 0,04981469 0,9920541

43073 -0,003264507 0,1154846 0,04981527 0,9920541

43092 -0,003264375 0,1154851 0,04981441 0,9920541

43111 -0,0032644 0,1154848 0,04981456 0,9920541

43130 -0,003264369 0,1154846 0,04981514 0,9920541

43149 -0,003264208 0,1154851 0,04981434 0,9920541

43168 -0,003264587 0,1154847 0,04981476 0,9920541

43187 -0,003264752 0,1154846 0,04981543 0,9920541

43206 -0,003264658 0,1154851 0,04981467 0,9920541

43225 -0,003264639 0,1154848 0,0498149 0,9920541

43244 -0,003264728 0,1154846 0,04981544 0,9920541

43263 -0,003264598 0,1154851 0,04981456 0,9920541

43282 -0,003264562 0,1154848 0,04981474 0,9920541

43301 -0,003264605 0,1154846 0,04981527 0,9920541

43320 -0,003264434 0,1154851 0,04981446 0,9920541

43339 -0,003264397 0,1154848 0,04981467 0,9920541

43358 -0,003264457 0,1154846 0,0498152 0,9920541

43377 -0,00326447 0,1154845 0,04981586 0,9920541

43396 -0,003264304 0,115485 0,04981504 0,9920541

43415 -0,003264261 0,1154847 0,04981516 0,9920541

43434 -0,003264192 0,1154845 0,04981571 0,9920541

43453 -0,003264016 0,115485 0,04981479 0,9920541

43472 -0,003263973 0,1154847 0,04981487 0,9920541

43491 -0,003263931 0,1154845 0,04981537 0,9920541

43510 -0,00326377 0,1154849 0,04981453 0,9920541

43529 -0,003263844 0,1154846 0,04981468 0,9920541

43548 -0,00326394 0,1154845 0,04981529 0,9920541

43567 -0,003263784 0,1154849 0,04981445 0,9920541

43586 -0,003263903 0,1154846 0,04981465 0,9920541

43605 -0,003263931 0,1154845 0,04981527 0,9920541

43624 -0,003263873 0,1154849 0,04981443 0,9920541

43643 -0,003263957 0,1154847 0,04981462 0,9920541

43662 -0,003264023 0,1154845 0,04981526 0,9920541

43681 -0,003263938 0,115485 0,04981439 0,9920541

43700 -0,003264015 0,1154847 0,04981457 0,9920541

43719 -0,003264083 0,1154845 0,04981514 0,9920541

43738 -0,003263942 0,115485 0,04981433 0,9920541

43757 -0,003264337 0,1154846 0,04981476 0,9920541

43776 -0,003264455 0,1154845 0,04981548 0,9920541

43795 -0,003264328 0,115485 0,04981471 0,9920541

43814 -0,003264381 0,1154847 0,0498149 0,9920541

43833 -0,003264421 0,1154845 0,04981541 0,9920541

43852 -0,00326422 0,115485 0,04981456 0,9920541

43871 -0,003264246 0,1154847 0,04981469 0,9920541

43890 -0,003264283 0,1154845 0,04981521 0,9920541

43909 -0,003264153 0,115485 0,04981444 0,9920541

43928 -0,003264202 0,1154847 0,04981461 0,9920541

43947 -0,003264299 0,1154845 0,04981518 0,9920541

43966 -0,003264165 0,115485 0,0498144 0,9920541

43985 -0,003264251 0,1154847 0,0498146 0,9920541

44004 -0,003264359 0,1154845 0,04981518 0,9920541

44023 -0,003264272 0,115485 0,04981444 0,9920541

44042 -0,003264297 0,1154847 0,0498147 0,9920541

44061 -0,003264314 0,1154845 0,04981532 0,9920541

44080 -0,003264247 0,115485 0,04981446 0,9920541

44099 -0,00326432 0,1154847 0,04981465 0,9920541

44118 -0,003264393 0,1154846 0,04981522 0,9920541

44137 -0,003264243 0,115485 0,04981442 0,9920541

44156 -0,003264324 0,1154847 0,04981459 0,9920541

44175 -0,003264425 0,1154846 0,04981519 0,9920541

44194 -0,003264335 0,115485 0,04981445 0,9920541

44213 -0,003264354 0,1154848 0,04981472 0,9920541

44232 -0,003264456 0,1154846 0,04981526 0,9920541

44251 -0,003264377 0,115485 0,04981443 0,9920541

44270 -0,003264397 0,1154848 0,04981467 0,9920541

44289 -0,003264445 0,1154846 0,04981529 0,9920541

44308 -0,003264348 0,115485 0,04981441 0,9920541

44327 -0,003264374 0,1154848 0,04981464 0,9920541

44346 -0,003264413 0,1154846 0,04981528 0,9920541

44365 -0,003264338 0,1154851 0,04981444 0,9920541

44384 -0,003264352 0,1154848 0,04981469 0,9920541

44403 -0,003264446 0,1154846 0,04981524 0,9920541

44422 -0,003264265 0,1154851 0,04981441 0,9920541

44441 -0,00326424 0,1154848 0,0498146 0,9920541

44460 -0,003264333 0,1154846 0,04981517 0,9920541

44479 -0,003264192 0,1154851 0,04981439 0,9920541

44498 -0,003264218 0,1154848 0,04981462 0,9920541

44517 -0,003264337 0,1154846 0,0498152 0,9920541

44536 -0,003264228 0,1154851 0,04981434 0,9920541

44555 -0,003264545 0,1154848 0,04981482 0,9920541

44574 -0,003264626 0,1154846 0,04981548 0,9920541

44593 -0,003264549 0,1154851 0,04981463 0,9920541

44612 -0,00326452 0,1154848 0,04981482 0,9920541

44631 -0,00326456 0,1154846 0,04981532 0,9920541

44650 -0,003264457 0,1154851 0,04981446 0,9920541

44669 -0,003264456 0,1154848 0,04981468 0,9920541

44688 -0,003264519 0,1154846 0,04981522 0,9920541

44707 -0,003264423 0,1154845 0,04981592 0,9920541

44726 -0,003264167 0,115485 0,04981511 0,9920541

44745 -0,00326415 0,1154847 0,04981524 0,9920541

44764 -0,003264139 0,1154845 0,04981573 0,9920541

44783 -0,003263977 0,115485 0,04981482 0,9920541

44802 -0,003263885 0,1154847 0,04981495 0,9920541

44821 -0,003263906 0,1154845 0,04981546 0,9920541

44840 -0,003263713 0,115485 0,04981458 0,9920541

44859 -0,003263735 0,1154847 0,04981478 0,9920541

44878 -0,003263818 0,1154845 0,04981532 0,9920541

44897 -0,003263696 0,1154849 0,04981451 0,9920541

44916 -0,003263783 0,1154847 0,04981471 0,9920541

44935 -0,003263795 0,1154845 0,04981533 0,9920541

44954 -0,003263747 0,115485 0,04981445 0,9920541

44973 -0,003263836 0,1154847 0,04981465 0,9920541

44992 -0,003263957 0,1154845 0,04981525 0,9920541

45011 -0,003263903 0,115485 0,04981441 0,9920541

45030 -0,003263927 0,1154847 0,04981465 0,9920541

45049 -0,003264043 0,1154845 0,04981526 0,9920541

45068 -0,003264 0,115485 0,04981442 0,9920541

45087 -0,003264053 0,1154847 0,0498147 0,9920541

45106 -0,003264144 0,1154845 0,04981528 0,9920541

45125 -0,003264042 0,115485 0,04981446 0,9920541

45144 -0,003264037 0,1154847 0,04981468 0,9920541

45163 -0,003264138 0,1154845 0,04981526 0,9920541

45182 -0,00326403 0,115485 0,04981447 0,9920541

45201 -0,00326405 0,1154847 0,04981472 0,9920541

45220 -0,003264135 0,1154845 0,04981527 0,9920541

45239 -0,00326403 0,115485 0,04981443 0,9920541

45258 -0,003264082 0,1154847 0,04981472 0,9920541

45277 -0,003264127 0,1154845 0,04981533 0,9920541

45296 -0,003264086 0,115485 0,04981449 0,9920541

45315 -0,003264123 0,1154847 0,04981466 0,9920541

45334 -0,003264193 0,1154845 0,0498152 0,9920541

45353 -0,003264057 0,115485 0,0498144 0,9920541

45372 -0,003264123 0,1154847 0,04981459 0,9920541

45391 -0,003264241 0,1154845 0,04981517 0,9920541

45410 -0,003264205 0,115485 0,04981438 0,9920541

45429 -0,003264268 0,1154847 0,04981466 0,9920541

45448 -0,003264415 0,1154846 0,04981522 0,9920541

45467 -0,003264237 0,115485 0,04981441 0,9920541

45486 -0,003264255 0,1154848 0,04981465 0,9920541

45505 -0,003264369 0,1154846 0,04981521 0,9920541

45524 -0,003264252 0,115485 0,04981435 0,9920541

45543 -0,003264567 0,1154847 0,04981484 0,9920541

45562 -0,003264688 0,1154846 0,04981552 0,9920541

45581 -0,003264619 0,1154851 0,04981469 0,9920541

45600 -0,003264648 0,1154848 0,04981485 0,9920541

45619 -0,003264624 0,1154846 0,0498154 0,9920541

45638 -0,003264408 0,1154851 0,04981457 0,9920541

45657 -0,003264433 0,1154848 0,04981469 0,9920541

45676 -0,003264475 0,1154846 0,04981522 0,9920541

45695 -0,003264327 0,1154851 0,04981434 0,9920541

45714 -0,003264621 0,1154847 0,04981482 0,9920541

45733 -0,003264668 0,1154846 0,04981547 0,9920541

45752 -0,003264584 0,1154851 0,04981462 0,9920541

45771 -0,003264565 0,1154848 0,04981482 0,9920541

45790 -0,003264631 0,1154846 0,04981536 0,9920541

45809 -0,003264457 0,1154851 0,04981456 0,9920541

