0 0 0 0 1

20 6,559282E-05 2,435056E-07 3,962363E-09 1
17680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

17980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

18980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

19980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

20980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

21980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

22980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

23980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

24980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25400 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25420 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25440 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25460 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25480 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25500 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25520 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25540 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25560 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25580 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25600 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25620 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25640 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25660 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25680 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25700 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25720 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25740 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25760 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25780 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25800 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25820 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25840 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25860 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25880 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25900 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25920 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25940 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25960 6,090617E-05 -4,58175E-08 -4,518992E-08 1

25980 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26000 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26020 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26040 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26060 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26080 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26100 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26120 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26140 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26160 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26180 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26200 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26220 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26240 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26260 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26280 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26300 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26320 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26340 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26360 6,090617E-05 -4,58175E-08 -4,518992E-08 1

26380 6,090617E-05 -4,58175E-08 -4,518992E-08 1

