0 0 -4,172325E-07 0

20 3,946393E-09 -0,003362268 1,23473E-06
30200 3,883539E-08 -0,08887053 -2,55226E-07

30220 3,883539E-08 -0,08887053 -2,55226E-07

30240 3,883539E-08 -0,08887053 -2,55226E-07

30260 3,883539E-08 -0,08887053 -2,55226E-07

30280 3,883539E-08 -0,08887053 -2,55226E-07

30300 3,883539E-08 -0,08887053 -2,55226E-07

30320 3,883539E-08 -0,08887053 -2,55226E-07

30340 3,883539E-08 -0,08887053 -2,55226E-07

30360 3,883539E-08 -0,08887053 -2,55226E-07

30380 3,883539E-08 -0,08887053 -2,55226E-07

30400 3,883539E-08 -0,08887053 -2,55226E-07

30420 3,883539E-08 -0,08887053 -2,55226E-07

30440 3,883539E-08 -0,08887053 -2,55226E-07

30460 3,883539E-08 -0,08887053 -2,55226E-07

30480 3,883539E-08 -0,08887053 -2,55226E-07

30500 3,883539E-08 -0,08887053 -2,55226E-07

30520 3,883539E-08 -0,08887053 -2,55226E-07

30540 3,883539E-08 -0,08887053 -2,55226E-07

30560 3,883539E-08 -0,08887053 -2,55226E-07

30580 3,883539E-08 -0,08887053 -2,55226E-07

30600 3,883539E-08 -0,08887053 -2,55226E-07

30620 3,883539E-08 -0,08887053 -2,55226E-07

30640 3,883539E-08 -0,08887053 -2,55226E-07

30660 3,883539E-08 -0,08887053 -2,55226E-07

30680 3,883539E-08 -0,08887053 -2,55226E-07

30700 3,883539E-08 -0,08887053 -2,55226E-07

30720 3,883539E-08 -0,08887053 -2,55226E-07

30740 3,883539E-08 -0,08887053 -2,55226E-07

30760 3,883539E-08 -0,08887053 -2,55226E-07

30780 3,883539E-08 -0,08887053 -2,55226E-07

30800 3,883539E-08 -0,08887053 -2,55226E-07

30820 3,883539E-08 -0,08887053 -2,55226E-07

30840 3,883539E-08 -0,08887053 -2,55226E-07

30860 3,883539E-08 -0,08887053 -2,55226E-07

30880 3,883539E-08 -0,08887053 -2,55226E-07

30900 3,883539E-08 -0,08887053 -2,55226E-07

30920 3,883539E-08 -0,08887053 -2,55226E-07

30940 3,883539E-08 -0,08887053 -2,55226E-07

30960 3,883539E-08 -0,08887053 -2,55226E-07

30980 3,883539E-08 -0,08887053 -2,55226E-07

31000 3,883539E-08 -0,08887053 -2,55226E-07

31020 3,883539E-08 -0,08887053 -2,55226E-07

31040 3,883539E-08 -0,08887053 -2,55226E-07

31060 3,883539E-08 -0,08887053 -2,55226E-07

31080 3,883539E-08 -0,08887053 -2,55226E-07

31100 3,883539E-08 -0,08887053 -2,55226E-07

31120 3,883539E-08 -0,08887053 -2,55226E-07

31140 3,883539E-08 -0,08887053 -2,55226E-07

31160 3,883539E-08 -0,08887053 -2,55226E-07

31180 3,883539E-08 -0,08887053 -2,55226E-07

31200 3,883539E-08 -0,08887053 -2,55226E-07

31220 3,883539E-08 -0,08887053 -2,55226E-07

31240 3,883539E-08 -0,08887053 -2,55226E-07

31260 3,883539E-08 -0,08887053 -2,55226E-07

31280 3,883539E-08 -0,08887053 -2,55226E-07

31300 3,883539E-08 -0,08887053 -2,55226E-07

31320 3,883539E-08 -0,08887053 -2,55226E-07

31340 3,883539E-08 -0,08887053 -2,55226E-07

31360 3,883539E-08 -0,08887053 -2,55226E-07

31380 3,883539E-08 -0,08887053 -2,55226E-07

31400 3,883539E-08 -0,08887053 -2,55226E-07

31420 3,883539E-08 -0,08887053 -2,55226E-07

31440 3,883539E-08 -0,08887053 -2,55226E-07

31460 3,883539E-08 -0,08887053 -2,55226E-07

31480 3,883539E-08 -0,08887053 -2,55226E-07

31500 3,883539E-08 -0,08887053 -2,55226E-07

31520 3,883539E-08 -0,08887053 -2,55226E-07

31540 3,883539E-08 -0,08887053 -2,55226E-07

31560 3,883539E-08 -0,08887053 -2,55226E-07

31580 3,883539E-08 -0,08887053 -2,55226E-07

31600 3,883539E-08 -0,08887053 -2,55226E-07

31620 3,883539E-08 -0,08887053 -2,55226E-07

31640 3,883539E-08 -0,08887053 -2,55226E-07

31660 3,883539E-08 -0,08887053 -2,55226E-07

31680 3,883539E-08 -0,08887053 -2,55226E-07

31700 3,883539E-08 -0,08887053 -2,55226E-07

31720 3,883539E-08 -0,08887053 -2,55226E-07

31740 3,883539E-08 -0,08887053 -2,55226E-07

31760 3,883539E-08 -0,08887053 -2,55226E-07

31780 3,883539E-08 -0,08887053 -2,55226E-07

31800 3,883539E-08 -0,08887053 -2,55226E-07

31820 3,883539E-08 -0,08887053 -2,55226E-07

31840 3,883539E-08 -0,08887053 -2,55226E-07

31860 3,883539E-08 -0,08887053 -2,55226E-07

31880 3,883539E-08 -0,08887053 -2,55226E-07

31900 3,883539E-08 -0,08887053 -2,55226E-07

31920 3,883539E-08 -0,08887053 -2,55226E-07

31940 3,883539E-08 -0,08887053 -2,55226E-07

31960 3,883539E-08 -0,08887053 -2,55226E-07

31980 3,883539E-08 -0,08887053 -2,55226E-07

32000 3,883539E-08 -0,08887053 -2,55226E-07

32020 3,883539E-08 -0,08887053 -2,55226E-07

32040 3,883539E-08 -0,08887053 -2,55226E-07

32060 3,883539E-08 -0,08887053 -2,55226E-07

32080 3,883539E-08 -0,08887053 -2,55226E-07

32100 3,883539E-08 -0,08887053 -2,55226E-07

32120 3,883539E-08 -0,08887053 -2,55226E-07

32140 3,883539E-08 -0,08887053 -2,55226E-07

32160 3,883539E-08 -0,08887053 -2,55226E-07

32180 3,883539E-08 -0,08887053 -2,55226E-07

32200 3,883539E-08 -0,08887053 -2,55226E-07

32220 3,883539E-08 -0,08887053 -2,55226E-07

32240 3,883539E-08 -0,08887053 -2,55226E-07

32260 3,883539E-08 -0,08887053 -2,55226E-07

32280 3,883539E-08 -0,08887053 -2,55226E-07

32300 3,883539E-08 -0,08887053 -2,55226E-07

32320 3,883539E-08 -0,08887053 -2,55226E-07

32340 3,883539E-08 -0,08887053 -2,55226E-07

32360 3,883539E-08 -0,08887053 -2,55226E-07

32380 3,883539E-08 -0,08887053 -2,55226E-07

32400 3,883539E-08 -0,08887053 -2,55226E-07

32420 3,883539E-08 -0,08887053 -2,55226E-07

32440 3,883539E-08 -0,08887053 -2,55226E-07

32460 3,883539E-08 -0,08887053 -2,55226E-07

32480 3,883539E-08 -0,08887053 -2,55226E-07

32500 3,883539E-08 -0,08887053 -2,55226E-07

32520 3,883539E-08 -0,08887053 -2,55226E-07

32540 3,883539E-08 -0,08887053 -2,55226E-07

32560 3,883539E-08 -0,08887053 -2,55226E-07

32580 3,883539E-08 -0,08887053 -2,55226E-07

32600 3,883539E-08 -0,08887053 -2,55226E-07

32620 3,883539E-08 -0,08887053 -2,55226E-07

32640 3,883539E-08 -0,08887053 -2,55226E-07

32660 3,883539E-08 -0,08887053 -2,55226E-07

32680 3,883539E-08 -0,08887053 -2,55226E-07

32700 3,883539E-08 -0,08887053 -2,55226E-07

32720 3,883539E-08 -0,08887053 -2,55226E-07

32740 3,883539E-08 -0,08887053 -2,55226E-07

32760 3,883539E-08 -0,08887053 -2,55226E-07

32780 3,883539E-08 -0,08887053 -2,55226E-07

32800 3,883539E-08 -0,08887053 -2,55226E-07

32820 3,883539E-08 -0,08887053 -2,55226E-07

32840 3,883539E-08 -0,08887053 -2,55226E-07

32860 3,883539E-08 -0,08887053 -2,55226E-07

32880 3,883539E-08 -0,08887053 -2,55226E-07

32900 3,883539E-08 -0,08887053 -2,55226E-07

32920 3,883539E-08 -0,08887053 -2,55226E-07

32940 3,883539E-08 -0,08887053 -2,55226E-07

32960 3,883539E-08 -0,08887053 -2,55226E-07

32980 3,883539E-08 -0,08887053 -2,55226E-07

33000 3,883539E-08 -0,08887053 -2,55226E-07

33020 3,883539E-08 -0,08887053 -2,55226E-07

33040 3,883539E-08 -0,08887053 -2,55226E-07

33060 3,883539E-08 -0,08887053 -2,55226E-07

33080 3,883539E-08 -0,08887053 -2,55226E-07

33100 3,883539E-08 -0,08887053 -2,55226E-07

33120 3,883539E-08 -0,08887053 -2,55226E-07

33140 3,883539E-08 -0,08887053 -2,55226E-07

33160 3,883539E-08 -0,08887053 -2,55226E-07

33180 3,883539E-08 -0,08887053 -2,55226E-07

33200 3,883539E-08 -0,08887053 -2,55226E-07

33220 3,883539E-08 -0,08887053 -2,55226E-07

33240 3,883539E-08 -0,08887053 -2,55226E-07

33260 3,883539E-08 -0,08887053 -2,55226E-07

33280 3,883539E-08 -0,08887053 -2,55226E-07

33300 3,883539E-08 -0,08887053 -2,55226E-07

33320 3,883539E-08 -0,08887053 -2,55226E-07

33340 3,883539E-08 -0,08887053 -2,55226E-07

33360 3,883539E-08 -0,08887053 -2,55226E-07

33380 3,883539E-08 -0,08887053 -2,55226E-07

33400 3,883539E-08 -0,08887053 -2,55226E-07

33420 3,883539E-08 -0,08887053 -2,55226E-07

33440 3,883539E-08 -0,08887053 -2,55226E-07

33460 3,883539E-08 -0,08887053 -2,55226E-07

33480 3,883539E-08 -0,08887053 -2,55226E-07

33500 3,883539E-08 -0,08887053 -2,55226E-07

33520 3,883539E-08 -0,08887053 -2,55226E-07

33540 3,883539E-08 -0,08887053 -2,55226E-07

33560 3,883539E-08 -0,08887053 -2,55226E-07

33580 3,883539E-08 -0,08887053 -2,55226E-07

33600 3,883539E-08 -0,08887053 -2,55226E-07

33620 3,883539E-08 -0,08887053 -2,55226E-07

33640 3,883539E-08 -0,08887053 -2,55226E-07

33660 3,883539E-08 -0,08887053 -2,55226E-07

33680 3,883539E-08 -0,08887053 -2,55226E-07

33700 3,883539E-08 -0,08887053 -2,55226E-07

33720 3,883539E-08 -0,08887053 -2,55226E-07

33740 3,883539E-08 -0,08887053 -2,55226E-07

33760 3,883539E-08 -0,08887053 -2,55226E-07

33780 3,883539E-08 -0,08887053 -2,55226E-07

33800 3,883539E-08 -0,08887053 -2,55226E-07

33820 3,883539E-08 -0,08887053 -2,55226E-07

33840 3,883539E-08 -0,08887053 -2,55226E-07

33860 3,883539E-08 -0,08887053 -2,55226E-07

33880 3,883539E-08 -0,08887053 -2,55226E-07

33900 3,883539E-08 -0,08887053 -2,55226E-07

33920 3,883539E-08 -0,08887053 -2,55226E-07

33940 3,883539E-08 -0,08887053 -2,55226E-07

33960 3,883539E-08 -0,08887053 -2,55226E-07

33980 3,883539E-08 -0,08887053 -2,55226E-07

34000 3,883539E-08 -0,08887053 -2,55226E-07

34020 3,883539E-08 -0,08887053 -2,55226E-07

34040 3,883539E-08 -0,08887053 -2,55226E-07

34060 3,883539E-08 -0,08887053 -2,55226E-07

34080 3,883539E-08 -0,08887053 -2,55226E-07

34100 3,883539E-08 -0,08887053 -2,55226E-07

